id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,points_gain,prize_money,draw,custom_title,alt_titles,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score,entry_type
1,Roland Garros,https://photoresources.wtatennis.com/photo-resources/2026/04/16/0893d8be-5450-4e36-a144-cdd958c1b484/WTA-Tournament_Roland-Garros.png?height=128,https://www.wtatennis.com/tournaments/roland-garros,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-05-24,2026-06-07,2026,5,Paris,POL,,FR,FRA,250,150,,Europe,Western Europe,FRA,114.0,2000.0,3266702.0,128M/128Q/64D,Roland Garros,,Maja Chwalinska,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/pol.svg,Finals,W,"6-3, 6-2",https://www.wtatennis.com/players/325639/maja-chwalinska,False,False,False,False,False,False,False,2,True,17,12,5,PL,POL,616,150,Europe,Central Europe,POL,"6,3,None|6,2,None",
2,Roland Garros,https://photoresources.wtatennis.com/photo-resources/2026/04/16/0893d8be-5450-4e36-a144-cdd958c1b484/WTA-Tournament_Roland-Garros.png?height=128,https://www.wtatennis.com/tournaments/roland-garros,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-05-24,2026-06-07,2026,5,Paris,UKR,,FR,FRA,250,150,,Europe,Western Europe,FRA,15.0,2000.0,3266702.0,128M/128Q/64D,Roland Garros,,Marta Kostyuk,15.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ukr.svg,Semifinals,W,"6-1, 6-3",https://www.wtatennis.com/players/326482/marta-kostyuk,False,False,False,False,False,False,False,2,True,16,12,4,UA,UKR,804,150,Europe,Eastern Europe,UKR,"6,1,None|6,3,None",
3,Roland Garros,https://photoresources.wtatennis.com/photo-resources/2026/04/16/0893d8be-5450-4e36-a144-cdd958c1b484/WTA-Tournament_Roland-Garros.png?height=128,https://www.wtatennis.com/tournaments/roland-garros,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-05-24,2026-06-07,2026,5,Paris,ROU,,FR,FRA,250,150,,Europe,Western Europe,FRA,18.0,2000.0,3266702.0,128M/128Q/64D,Roland Garros,,Sorana Cirstea,18.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rou.svg,Quarterfinals,W,"6-0, 6-3",https://www.wtatennis.com/players/312469/sorana-cirstea,False,False,False,False,False,False,False,2,True,15,12,3,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"6,0,None|6,3,None",
4,Roland Garros,https://photoresources.wtatennis.com/photo-resources/2026/04/16/0893d8be-5450-4e36-a144-cdd958c1b484/WTA-Tournament_Roland-Garros.png?height=128,https://www.wtatennis.com/tournaments/roland-garros,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-05-24,2026-06-07,2026,5,Paris,SUI,,FR,FRA,250,150,,Europe,Western Europe,FRA,170.0,2000.0,3266702.0,128M/128Q/64D,Roland Garros,,Jil Teichmann,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/sui.svg,Round of 16,W,"6-3, 6-2",https://www.wtatennis.com/players/320926/jil-teichmann,False,False,False,False,False,False,False,2,True,17,12,5,CH,CHE,756,150,Europe,Central Europe,SUI,"6,3,None|6,2,None",
5,Roland Garros,https://photoresources.wtatennis.com/photo-resources/2026/04/16/0893d8be-5450-4e36-a144-cdd958c1b484/WTA-Tournament_Roland-Garros.png?height=128,https://www.wtatennis.com/tournaments/roland-garros,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-05-24,2026-06-07,2026,5,Paris,CZE,,FR,FRA,250,150,,Europe,Western Europe,FRA,28.0,2000.0,3266702.0,128M/128Q/64D,Roland Garros,,Marie Bouzkova,27.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cze.svg,Round of 32,W,"6-4, 6-2",https://www.wtatennis.com/players/320983/marie-bouzkova,False,False,False,False,False,False,False,2,True,18,12,6,CZ,CZE,203,150,Europe,Central Europe,CZE,"6,4,None|6,2,None",
6,Roland Garros,https://photoresources.wtatennis.com/photo-resources/2026/04/16/0893d8be-5450-4e36-a144-cdd958c1b484/WTA-Tournament_Roland-Garros.png?height=128,https://www.wtatennis.com/tournaments/roland-garros,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-05-24,2026-06-07,2026,5,Paris,ESP,,FR,FRA,250,150,Kingdom of Spain,Europe,Western Europe,FRA,175.0,2000.0,3266702.0,128M/128Q/64D,Roland Garros,,Marina Bassols Ribera,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/esp.svg,Round of 64,W,"3-6, 6-1, 6-1",https://www.wtatennis.com/players/324128/marina-bassols-ribera,False,False,False,False,False,False,False,3,False,23,15,8,ES,ESP,724,150,Europe,Southern Europe,ESP,"3,6,None|6,1,None|6,1,None",
7,Roland Garros,https://photoresources.wtatennis.com/photo-resources/2026/04/16/0893d8be-5450-4e36-a144-cdd958c1b484/WTA-Tournament_Roland-Garros.png?height=128,https://www.wtatennis.com/tournaments/roland-garros,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-05-24,2026-06-07,2026,5,Paris,FRA,,FR,FRA,250,150,,Europe,Western Europe,FRA,181.0,2000.0,3266702.0,128M/128Q/64D,Roland Garros,,Fiona Ferro,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/fra.svg,Round of 128,W,"6-3, 6-3",https://www.wtatennis.com/players/319969/fiona-ferro,False,False,False,False,False,False,False,2,True,18,12,6,FR,FRA,250,150,Europe,Western Europe,FRA,"6,3,None|6,3,None",
1,Internazionali Bnl D'Italia,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2c058ad8-b3d8-49a9-a863-85d7b87a6783/WTA-Tournament_Rome-2018.png?height=128,https://www.wtatennis.com/tournaments/rome,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-05-05,2026-05-17,2026,5,Rome,USA,,IT,ITA,380,150,United States of America|America|USA|US,Europe,Southern Europe,ITA,4.0,215.0,154210.0,128M/48Q/32D,Internazionali Bnl D'Italia,,Coco Gauff,3.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/usa.svg,Quarterfinals,L,"6-4, 2-6, 4-6",https://www.wtatennis.com/players/328560/coco-gauff,False,False,False,False,False,False,False,3,True,28,12,16,US,USA,840,019,America,Northern America,USA,"6,4,None|2,6,None|4,6,None",
2,Internazionali Bnl D'Italia,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2c058ad8-b3d8-49a9-a863-85d7b87a6783/WTA-Tournament_Rome-2018.png?height=128,https://www.wtatennis.com/tournaments/rome,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-05-05,2026-05-17,2026,5,Rome,BEL,,IT,ITA,380,150,,Europe,Southern Europe,ITA,22.0,215.0,154210.0,128M/48Q/32D,Internazionali Bnl D'Italia,,Elise Mertens,21.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/bel.svg,Round of 16,W,"6-3, 6-3",https://www.wtatennis.com/players/317964/elise-mertens,False,False,False,False,False,False,False,2,True,18,12,6,BE,BEL,056,150,Europe,Western Europe,BEL,"6,3,None|6,3,None",
3,Internazionali Bnl D'Italia,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2c058ad8-b3d8-49a9-a863-85d7b87a6783/WTA-Tournament_Rome-2018.png?height=128,https://www.wtatennis.com/tournaments/rome,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-05-05,2026-05-17,2026,5,Rome,SUI,,IT,ITA,380,150,,Europe,Southern Europe,ITA,90.0,215.0,154210.0,128M/48Q/32D,Internazionali Bnl D'Italia,,Viktorija Golubic,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/sui.svg,Round of 32,W,"6-1, 4-6, 6-0",https://www.wtatennis.com/players/316296/viktorija-golubic,False,False,False,False,False,False,False,3,True,23,16,7,CH,CHE,756,150,Europe,Central Europe,SUI,"6,1,None|4,6,None|6,0,None",
4,Internazionali Bnl D'Italia,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2c058ad8-b3d8-49a9-a863-85d7b87a6783/WTA-Tournament_Rome-2018.png?height=128,https://www.wtatennis.com/tournaments/rome,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-05-05,2026-05-17,2026,5,Rome,CRO,,IT,ITA,380,150,,Europe,Southern Europe,ITA,59.0,215.0,154210.0,128M/48Q/32D,Internazionali Bnl D'Italia,,Antonia Ruzic,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cro.svg,Round of 64,W,"6-1, 6-0",https://www.wtatennis.com/players/329505/antonia-ruzic,False,False,False,False,False,False,False,2,True,13,12,1,HR,HRV,191,150,Europe,Southeastern Europe,CRO,"6,1,None|6,0,None",
5,Internazionali Bnl D'Italia,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2c058ad8-b3d8-49a9-a863-85d7b87a6783/WTA-Tournament_Rome-2018.png?height=128,https://www.wtatennis.com/tournaments/rome,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-05-05,2026-05-17,2026,5,Rome,,,IT,ITA,380,150,,Europe,Southern Europe,ITA,,215.0,154210.0,128M/48Q/32D,Internazionali Bnl D'Italia,,,,,Round of 128,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/madrid-open,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-04-21,2026-05-03,2026,4,Madrid,UKR,,ES,ESP,724,150,,Europe,Southern Europe,ESP,23.0,650.0,535585.0,128M/48Q/32D,Mutua Madrid Open,,Marta Kostyuk,26.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ukr.svg,Finals,L,"3-6, 5-7",https://www.wtatennis.com/players/326482/marta-kostyuk,False,False,False,False,False,False,False,2,False,21,8,13,UA,UKR,804,150,Europe,Eastern Europe,UKR,"3,6,None|5,7,None",
2,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/madrid-open,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-04-21,2026-05-03,2026,4,Madrid,USA,,ES,ESP,724,150,United States of America|America|USA|US,Europe,Southern Europe,ESP,32.0,650.0,535585.0,128M/48Q/32D,Mutua Madrid Open,,Hailey Baptiste,30.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/usa.svg,Semifinals,W,"6-4, 7-6 (8)",https://www.wtatennis.com/players/327101/hailey-baptiste,False,False,False,False,True,False,True,2,True,23,13,10,US,USA,840,019,America,Northern America,USA,"6,4,None|7,6,8",
3,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/madrid-open,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-04-21,2026-05-03,2026,4,Madrid,CAN,,ES,ESP,724,150,,Europe,Southern Europe,ESP,25.0,650.0,535585.0,128M/48Q/32D,Mutua Madrid Open,,Leylah Fernandez,24.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/can.svg,Quarterfinals,W,"7-6 (1), 6-3",https://www.wtatennis.com/players/326735/leylah-fernandez,False,False,False,True,False,False,True,2,True,22,13,9,CA,CAN,124,019,America,Northern America,CAN,"7,6,1|6,3,None",
4,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/madrid-open,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-04-21,2026-05-03,2026,4,Madrid,HUN,,ES,ESP,724,150,,Europe,Southern Europe,ESP,63.0,650.0,535585.0,128M/48Q/32D,Mutua Madrid Open,,Anna Bondar,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/hun.svg,Round of 16,W,"6-7 (5), 6-3, 7-6 (5)",https://www.wtatennis.com/players/322942/anna-bondar,False,False,False,True,False,True,True,3,False,35,19,16,HU,HUN,348,150,Europe,Central Europe,HUN,"6,7,5|6,3,None|7,6,5",
5,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/madrid-open,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-04-21,2026-05-03,2026,4,Madrid,HUN,,ES,ESP,724,150,,Europe,Southern Europe,ESP,117.0,650.0,535585.0,128M/48Q/32D,Mutua Madrid Open,,Dalma Galfi,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/hun.svg,Round of 32,W,"6-3, 6-2",https://www.wtatennis.com/players/321106/dalma-galfi,False,False,False,False,False,False,False,2,True,17,12,5,HU,HUN,348,150,Europe,Central Europe,HUN,"6,3,None|6,2,None",
6,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/madrid-open,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-04-21,2026-05-03,2026,4,Madrid,HUN,,ES,ESP,724,150,,Europe,Southern Europe,ESP,78.0,650.0,535585.0,128M/48Q/32D,Mutua Madrid Open,,Panna Udvardy,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/hun.svg,Round of 64,W,"7-5, 6-2",https://www.wtatennis.com/players/325956/panna-udvardy,False,False,False,False,False,False,False,2,True,20,13,7,HU,HUN,348,150,Europe,Central Europe,HUN,"7,5,None|6,2,None",
7,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/madrid-open,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-04-21,2026-05-03,2026,4,Madrid,,,ES,ESP,724,150,,Europe,Southern Europe,ESP,,650.0,535585.0,128M/48Q/32D,Mutua Madrid Open,,,,,Round of 128,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-13,2026-04-19,2026,4,Stuttgart,KAZ,,DE,DEU,276,150,,Europe,Central Europe,GER,2.0,195.0,66003.0,32M/16Q/16D,Porsche Tennis Grand Prix,,Elena Rybakina,1.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/kaz.svg,Semifinals,L,"5-7, 1-6",https://www.wtatennis.com/players/324166/elena-rybakina,False,False,False,False,False,False,False,2,False,19,6,13,KZ,KAZ,398,142,Asia,Central Asia,KAZ,"5,7,None|1,6,None",
2,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-13,2026-04-19,2026,4,Stuttgart,POL,,DE,DEU,276,150,,Europe,Central Europe,GER,4.0,195.0,66003.0,32M/16Q/16D,Porsche Tennis Grand Prix,,Iga Swiatek,3.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/pol.svg,Quarterfinals,W,"3-6, 6-4, 6-3",https://www.wtatennis.com/players/326408/iga-swiatek,False,False,False,False,False,False,False,3,False,28,15,13,PL,POL,616,150,Europe,Central Europe,POL,"3,6,None|6,4,None|6,3,None",
3,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-13,2026-04-19,2026,4,Stuttgart,USA,,DE,DEU,276,150,United States of America|America|USA|US,Europe,Central Europe,GER,95.0,195.0,66003.0,32M/16Q/16D,Porsche Tennis Grand Prix,,Alycia Parks,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/usa.svg,Round of 16,W,"7-6 (3), 6-3",https://www.wtatennis.com/players/326007/alycia-parks,False,False,False,True,False,False,True,2,True,22,13,9,US,USA,840,019,America,Northern America,USA,"7,6,3|6,3,None",
4,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-13,2026-04-19,2026,4,Stuttgart,LAT,,DE,DEU,276,150,,Europe,Central Europe,GER,22.0,195.0,66003.0,32M/16Q/16D,Porsche Tennis Grand Prix,,Jelena Ostapenko,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/lat.svg,Round of 32,W,"5-7, 6-2, 6-4",https://www.wtatennis.com/players/319939/jelena-ostapenko,False,False,False,False,False,False,False,3,False,30,17,13,,,,,,,LAT,"5,7,None|6,2,None|6,4,None",
1,Upper Austria Ladies Linz,https://photoresources.wtatennis.com/photo-resources/2026/04/16/af6e5d63-920a-4026-b8fe-aeb11bfb6df8/WTA-Tournament_Linz-2025.png?height=128,https://www.wtatennis.com/tournaments/528/linz/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-06,2026-04-12,2026,4,Linz,AUT,,AT,AUT,040,150,,Europe,Central Europe,AUT,97.0,500.0,185500.0,32M/16Q/16D,Upper Austria Ladies Linz,,Anastasia Potapova,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/aut.svg,Finals,W,"1-6, 6-4, 6-3",https://www.wtatennis.com/players/325601/anastasia-potapova,False,False,False,False,False,False,False,3,False,26,13,13,AT,AUT,040,150,Europe,Central Europe,AUT,"1,6,None|6,4,None|6,3,None",
2,Upper Austria Ladies Linz,https://photoresources.wtatennis.com/photo-resources/2026/04/16/af6e5d63-920a-4026-b8fe-aeb11bfb6df8/WTA-Tournament_Linz-2025.png?height=128,https://www.wtatennis.com/tournaments/528/linz/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-06,2026-04-12,2026,4,Linz,ROU,,AT,AUT,040,150,,Europe,Central Europe,AUT,87.0,500.0,185500.0,32M/16Q/16D,Upper Austria Ladies Linz,,Elena-Gabriela Ruse,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rou.svg,Semifinals,W,"6-4, 6-1",https://www.wtatennis.com/players/320408/elena-gabriela-ruse,False,False,False,False,False,False,False,2,True,17,12,5,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"6,4,None|6,1,None",
3,Upper Austria Ladies Linz,https://photoresources.wtatennis.com/photo-resources/2026/04/16/af6e5d63-920a-4026-b8fe-aeb11bfb6df8/WTA-Tournament_Linz-2025.png?height=128,https://www.wtatennis.com/tournaments/528/linz/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-06,2026-04-12,2026,4,Linz,ROU,,AT,AUT,040,150,,Europe,Central Europe,AUT,29.0,500.0,185500.0,32M/16Q/16D,Upper Austria Ladies Linz,,Sorana Cirstea,5.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rou.svg,Quarterfinals,W,"7-6 (4), 4-6, 6-2",https://www.wtatennis.com/players/312469/sorana-cirstea,False,False,False,True,False,False,True,3,True,31,17,14,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"7,6,4|4,6,None|6,2,None",
4,Upper Austria Ladies Linz,https://photoresources.wtatennis.com/photo-resources/2026/04/16/af6e5d63-920a-4026-b8fe-aeb11bfb6df8/WTA-Tournament_Linz-2025.png?height=128,https://www.wtatennis.com/tournaments/528/linz/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-06,2026-04-12,2026,4,Linz,USA,,AT,AUT,040,150,United States of America|America|USA|US,Europe,Central Europe,AUT,552.0,500.0,185500.0,32M/16Q/16D,Upper Austria Ladies Linz,,Sloane Stephens,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/usa.svg,Round of 16,W,"6-4, 6-2",https://www.wtatennis.com/players/315683/sloane-stephens,False,False,False,False,False,False,False,2,True,18,12,6,US,USA,840,019,America,Northern America,USA,"6,4,None|6,2,None",
5,Upper Austria Ladies Linz,https://photoresources.wtatennis.com/photo-resources/2026/04/16/af6e5d63-920a-4026-b8fe-aeb11bfb6df8/WTA-Tournament_Linz-2025.png?height=128,https://www.wtatennis.com/tournaments/528/linz/2026,WTA 500,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-04-06,2026-04-12,2026,4,Linz,,,AT,AUT,040,150,,Europe,Central Europe,AUT,,500.0,185500.0,32M/16Q/16D,Upper Austria Ladies Linz,,,,,Round of 32,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Miami Open Presented By Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/miami-open,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-17,2026-03-29,2026,3,Miami,CAN,FL,US,USA,840,019,,America,Northern America,USA,9.0,120.0,105720.0,128M/48Q/32D,Miami Open Presented By Itaú,,Victoria Mboko,10.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/can.svg,Round of 16,L,"6-7 (4), 6-4, 0-6",https://www.wtatennis.com/players/331006/victoria-mboko,False,False,False,True,False,False,True,3,False,29,12,17,CA,CAN,124,019,America,Northern America,CAN,"6,7,4|6,4,None|0,6,None",
2,Miami Open Presented By Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/miami-open,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-17,2026-03-29,2026,3,Miami,CZE,FL,US,USA,840,019,,America,Northern America,USA,32.0,120.0,105720.0,128M/48Q/32D,Miami Open Presented By Itaú,,Marie Bouzkova,32.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cze.svg,Round of 32,W,"7-6 (4), 6-2",https://www.wtatennis.com/players/320983/marie-bouzkova,False,False,False,True,False,False,True,2,True,21,13,8,CZ,CZE,203,150,Europe,Central Europe,CZE,"7,6,4|6,2,None",
3,Miami Open Presented By Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/miami-open,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-17,2026-03-29,2026,3,Miami,USA,FL,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,51.0,120.0,105720.0,128M/48Q/32D,Miami Open Presented By Itaú,,Mccartney Kessler,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/usa.svg,Round of 64,W,"6-1, 6-7 (3), 6-1",https://www.wtatennis.com/players/326678/mccartney-kessler,False,False,False,False,True,False,True,3,True,27,18,9,US,USA,840,019,America,Northern America,USA,"6,1,None|6,7,3|6,1,None",
4,Miami Open Presented By Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/miami-open,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-17,2026-03-29,2026,3,Miami,,FL,US,USA,840,019,,America,Northern America,USA,,120.0,105720.0,128M/48Q/32D,Miami Open Presented By Itaú,,,,,Round of 128,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Bnp Paribas Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/a1736320-dd92-4829-8aa8-846c2edef410/WTA-Tournament_Indian-Wells-2017.png?height=128,https://www.wtatennis.com/tournaments/indian-wells,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-04,2026-03-15,2026,3,Indian Wells,CZE,CA,US,USA,840,019,,America,Northern America,USA,44.0,65.0,47375.0,128M/48Q/32D,Bnp Paribas Open,,Katerina Siniakova,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cze.svg,Round of 32,L,"6-4, 6-7 (5), 3-6",https://www.wtatennis.com/players/320301/katerina-siniakova,False,False,False,False,True,False,True,3,True,32,15,17,CZ,CZE,203,150,Europe,Central Europe,CZE,"6,4,None|6,7,5|3,6,None",
2,Bnp Paribas Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/a1736320-dd92-4829-8aa8-846c2edef410/WTA-Tournament_Indian-Wells-2017.png?height=128,https://www.wtatennis.com/tournaments/indian-wells,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-04,2026-03-15,2026,3,Indian Wells,ARG,CA,US,USA,840,019,,America,Northern America,USA,65.0,65.0,47375.0,128M/48Q/32D,Bnp Paribas Open,,Solana Sierra,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/arg.svg,Round of 64,W,"6-0, 6-0",https://www.wtatennis.com/players/329081/solana-sierra,False,False,False,False,False,False,False,2,True,12,12,0,AR,ARG,032,019,America,Southern South America,ARG,"6,0,None|6,0,None",
