id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,points_gain,prize_money,draw,custom_title,alt_titles,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score,entry_type
4,"Itf/Tennis Europe $25,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-06-20,2022-06-26,2022,6,Perigueux,FRA,,FR,FRA,250,150,,Europe,Western Europe,FRA,467.0,,1162.0,32M/32Q/16D,"Itf/Tennis Europe $25,000",,Margot Yerolymos,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/fra.svg,Round of 32,W,"7-6 (1), 6-2",https://www.wtatennis.com/players/320862/margot-yerolymos,False,False,False,True,False,False,True,2,True,21,13,8,FR,FRA,250,150,Europe,Western Europe,FRA,"7,6,1|6,2,None",
1,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-11,2022-04-17,2022,4,Antalya 14,ITA,,TR,TUR,792,142,,Asia,Western Asia,TUR,820.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Silvia Ambrosio,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ita.svg,Finals,W,"7-5, 6-2",https://www.wtatennis.com/players/329578/silvia-ambrosio,False,False,False,False,False,False,False,2,True,20,13,7,IT,ITA,380,150,Europe,Southern Europe,ITA,"7,5,None|6,2,None",
2,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-11,2022-04-17,2022,4,Antalya 14,BEL,,TR,TUR,792,142,,Asia,Western Asia,TUR,1331.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Vicky Van De Peer,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/bel.svg,Semifinals,W,"6-4, 6-1",https://www.wtatennis.com/players/327535/vicky-van-de-peer,False,False,False,False,False,False,False,2,True,17,12,5,BE,BEL,056,150,Europe,Western Europe,BEL,"6,4,None|6,1,None",
3,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-11,2022-04-17,2022,4,Antalya 14,JPN,,TR,TUR,792,142,,Asia,Western Asia,TUR,810.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Rina Saigo,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/jpn.svg,Quarterfinals,W,"6-2, 6-0",https://www.wtatennis.com/players/326049/rina-saigo,False,False,False,False,False,False,False,2,True,14,12,2,JP,JPN,392,142,Asia,East Asia,JPN,"6,2,None|6,0,None",
4,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-11,2022-04-17,2022,4,Antalya 14,RUS,,TR,TUR,792,142,,Asia,Western Asia,TUR,689.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Daria Lodikova,5.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rus.svg,Round of 16,W,"6-3, 2-6, 6-2",https://www.wtatennis.com/players/320481/daria-lodikova,False,False,False,False,False,False,False,3,True,25,14,11,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,3,None|2,6,None|6,2,None",
5,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-11,2022-04-17,2022,4,Antalya 14,ESP,,TR,TUR,792,142,Kingdom of Spain,Asia,Western Asia,TUR,902.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Alba Rey Garcia,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/esp.svg,Round of 32,W,"6-2, 6-0",https://www.wtatennis.com/players/329275/alba-rey-garcia,False,False,False,False,False,False,False,2,True,14,12,2,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,2,None|6,0,None",
1,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-04,2022-04-10,2022,4,Antalya 13,ITA,,TR,TUR,792,142,,Asia,Western Asia,TUR,540.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Martina Colmegna,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ita.svg,Finals,W,"6-7 (6), 6-0, 6-2",https://www.wtatennis.com/players/320369/martina-colmegna,False,False,False,True,False,False,True,3,False,27,18,9,IT,ITA,380,150,Europe,Southern Europe,ITA,"6,7,6|6,0,None|6,2,None",
2,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-04,2022-04-10,2022,4,Antalya 13,GRE,,TR,TUR,792,142,,Asia,Western Asia,TUR,493.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Sapfo Sakellaridi,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/gre.svg,Semifinals,W,"6-1, 7-5",https://www.wtatennis.com/players/327193/sapfo-sakellaridi,False,False,False,False,False,False,False,2,True,19,13,6,GR,GRC,300,150,Europe,Southeastern Europe,GRE,"6,1,None|7,5,None",
3,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-04,2022-04-10,2022,4,Antalya 13,EST,,TR,TUR,792,142,,Asia,Western Asia,TUR,421.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Elena Malygina,3.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/est.svg,Quarterfinals,W,"5-7, 6-0, 6-0",https://www.wtatennis.com/players/325114/elena-malygina,False,False,False,False,False,False,False,3,False,24,17,7,EE,EST,233,150,Europe,Northern Europe,EST,"5,7,None|6,0,None|6,0,None",
4,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-04,2022-04-10,2022,4,Antalya 13,DEN,,TR,TUR,792,142,,Asia,Western Asia,TUR,1168.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Johanne Svendsen,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/den.svg,Round of 16,W,"6-4, 7-6 (5)",https://www.wtatennis.com/players/331074/johanne-svendsen,False,False,False,False,True,False,True,2,True,23,13,10,DK,DNK,208,150,Europe,Northern Europe,DEN,"6,4,None|7,6,5",
5,"Itf/Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-04-04,2022-04-10,2022,4,Antalya 13,FRA,,TR,TUR,792,142,,Asia,Western Asia,TUR,473.0,,2352.0,32M/64Q/16D,"Itf/Tennis Europe $15,000",,Sara Cakarevic,8.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/fra.svg,Round of 32,W,"6-2, 6-2",https://www.wtatennis.com/players/322752/sara-cakarevic,False,False,False,False,False,False,False,2,True,16,12,4,FR,FRA,250,150,Europe,Western Europe,FRA,"6,2,None|6,2,None",
1,"Itf/ Tennis Europe $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-03-28,2022-04-03,2022,3,Antalya 12,SLO,,TR,TUR,792,142,,Asia,Western Asia,TUR,481.0,,147.0,32M/64Q/16D,"Itf/ Tennis Europe $15,000",,Ziva Falkner,7.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/slo.svg,Round of 32,L,"6-1, 6-7 (6), 3-6",https://www.wtatennis.com/players/328659/ziva-falkner,False,False,False,False,True,False,True,3,True,29,15,14,,,,,,,SLO,"6,1,None|6,7,6|3,6,None",
1,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-03-14,2022-03-20,2022,3,Marrakech,GER,,MA,MAR,504,002,,Africa,North Africa,MAR,1108.0,,367.0,32M/64Q/16D,"Itf $15,000",,Chantal Sauvant,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ger.svg,Quarterfinals,L,"2-6, 5-7",https://www.wtatennis.com/players/326247/chantal-sauvant,False,False,False,False,False,False,False,2,False,20,7,13,DE,DEU,276,150,Europe,Central Europe,GER,"2,6,None|5,7,None",
2,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-03-14,2022-03-20,2022,3,Marrakech,FRA,,MA,MAR,504,002,,Africa,North Africa,MAR,1196.0,,367.0,32M/64Q/16D,"Itf $15,000",,Lea Tholey,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/fra.svg,Round of 16,W,"7-5, 6-3",https://www.wtatennis.com/players/319028/lea-tholey,False,False,False,False,False,False,False,2,True,21,13,8,FR,FRA,250,150,Europe,Western Europe,FRA,"7,5,None|6,3,None",
3,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-03-14,2022-03-20,2022,3,Marrakech,ITA,,MA,MAR,504,002,,Africa,North Africa,MAR,617.0,,367.0,32M/64Q/16D,"Itf $15,000",,Federica Arcidiacono,7.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ita.svg,Round of 32,W,"6-1, 6-3",https://www.wtatennis.com/players/318196/federica-arcidiacono,False,False,False,False,False,False,False,2,True,16,12,4,IT,ITA,380,150,Europe,Southern Europe,ITA,"6,1,None|6,3,None",
1,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-02-21,2022-02-27,2022,2,Sharm El Sheikh 4,HKG,,EG,EGY,818,002,,Africa,North Africa,EGY,745.0,,1470.0,32M/64Q/16D,"Itf $15,000",,Hong Yi Cody Wong,8.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/hkg.svg,Finals,L,"4-6, 1-6",https://www.wtatennis.com/players/326723/hong-yi-cody-wong,False,False,False,False,False,False,False,2,False,17,5,12,HK,HKG,344,142,Asia,East Asia,HKG,"4,6,None|1,6,None",
2,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-02-21,2022-02-27,2022,2,Sharm El Sheikh 4,JPN,,EG,EGY,818,002,,Africa,North Africa,EGY,1126.0,,1470.0,32M/64Q/16D,"Itf $15,000",,Hiromi Abe,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/jpn.svg,Semifinals,W,"6-2, 6-2",https://www.wtatennis.com/players/329154/hiromi-abe,False,False,False,False,False,False,False,2,True,16,12,4,JP,JPN,392,142,Asia,East Asia,JPN,"6,2,None|6,2,None",
3,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-02-21,2022-02-27,2022,2,Sharm El Sheikh 4,ITA,,EG,EGY,818,002,,Africa,North Africa,EGY,825.0,,1470.0,32M/64Q/16D,"Itf $15,000",,Silvia Ambrosio,7.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ita.svg,Quarterfinals,W,"5-7, 6-3, 6-2",https://www.wtatennis.com/players/329578/silvia-ambrosio,False,False,False,False,False,False,False,3,False,29,17,12,IT,ITA,380,150,Europe,Southern Europe,ITA,"5,7,None|6,3,None|6,2,None",
4,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-02-21,2022-02-27,2022,2,Sharm El Sheikh 4,FIN,,EG,EGY,818,002,,Africa,North Africa,EGY,1077.0,,1470.0,32M/64Q/16D,"Itf $15,000",,Laura Hietaranta,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/fin.svg,Round of 16,W,"6-3, 7-5",https://www.wtatennis.com/players/329759/laura-hietaranta,False,False,False,False,False,False,False,2,True,21,13,8,FI,FIN,246,150,Europe,Northern Europe,FIN,"6,3,None|7,5,None",
5,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-02-21,2022-02-27,2022,2,Sharm El Sheikh 4,JPN,,EG,EGY,818,002,,Africa,North Africa,EGY,582.0,,1470.0,32M/64Q/16D,"Itf $15,000",,Ayumi Koshiishi,4.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/jpn.svg,Round of 32,W,"7-6 (0), 3-6, 7-6 (2)",https://www.wtatennis.com/players/325867/ayumi-koshiishi,False,False,False,True,False,True,True,3,True,35,17,18,JP,JPN,392,142,Asia,East Asia,JPN,"7,6,0|3,6,None|7,6,2",
1,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-02-14,2022-02-20,2022,2,Sharm El Sheikh 3,ROU,,EG,EGY,818,002,,Africa,North Africa,EGY,707.0,,294.0,32M/64Q/16D,"Itf $15,000",,Elena-Teodora Cadar,3.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rou.svg,Round of 16,L,"1-6, 7-6 (5), 3-6",https://www.wtatennis.com/players/316109/elena-teodora-cadar,False,False,False,False,True,False,True,3,False,29,11,18,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"1,6,None|7,6,5|3,6,None",
2,"Itf $15,000",https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/itf.png,2022-02-14,2022-02-20,2022,2,Sharm El Sheikh 3,FIN,,EG,EGY,818,002,,Africa,North Africa,EGY,1079.0,,294.0,32M/64Q/16D,"Itf $15,000",,Laura Hietaranta,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/fin.svg,Round of 32,W,"6-3, 6-4",https://www.wtatennis.com/players/329759/laura-hietaranta,False,False,False,False,False,False,False,2,True,19,12,7,FI,FIN,246,150,Europe,Northern Europe,FIN,"6,3,None|6,4,None",
