id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,points_gain,prize_money,draw,custom_title,alt_titles,tour_total_games,tour_total_matches,tour_avg_games,tour_sets_played,tour_avg_sets_played,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,win_loss_numeric,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score,entry_type,wild_card_entry
1,Group 1 Event B Playoffs Europe/Africa,https://www.wtatennis.com/resources/v7.42.8/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/itf.png,2020-02-08,2020-02-08,2020,2,Luxembourg,SWE,,LU,LUX,442,150,,Europe,Western Europe,LUX,325.0,,,12M/0Q/2D,Group 1 Event B Playoffs Europe/Africa,,31,1,31.0,3,3.0,Mirjam Bjorklund,,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/swe.svg,Round 1 R1,W,"7-5, 4-6, 6-3",https://www.wtatennis.com/players/323007/mirjam-bjorklund,False,False,False,False,False,False,False,3,True,31,17,14,1,SE,SWE,752,150,Europe,Northern Europe,SWE,"7,5,None|4,6,None|6,3,None",,
1,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/901/australian-open/2020,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/gs-tag.svg,2020-01-20,2020-02-02,2020,1,Melbourne,EST,,AU,AUS,036,009,,Oceania,Australasia,AUS,31.0,240.0,207843.0,128M/128Q/64D,Australian Open,,96,4,24.0,9,2.25,Anett Kontaveit,28.0,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/est.svg,R16,L,"7-6 (4), 5-7, 5-7",https://www.wtatennis.com/players/318425/anett-kontaveit,False,False,False,True,False,False,True,3,True,37,17,20,0,EE,EST,233,150,Europe,Northern Europe,EST,"7,6,4|5,7,None|5,7,None",,
2,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/901/australian-open/2020,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/gs-tag.svg,2020-01-20,2020-02-02,2020,1,Melbourne,CRO,,AU,AUS,036,009,,Oceania,Australasia,AUS,20.0,240.0,207843.0,128M/128Q/64D,Australian Open,,96,4,24.0,9,2.25,Donna Vekic,19.0,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/cro.svg,R32,W,"7-5, 6-3",https://www.wtatennis.com/players/318516/donna-vekic,False,False,False,False,False,False,False,2,True,21,13,8,1,HR,HRV,191,150,Europe,Southeastern Europe,CRO,"7,5,None|6,3,None",,
3,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/901/australian-open/2020,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/gs-tag.svg,2020-01-20,2020-02-02,2020,1,Melbourne,ESP,,AU,AUS,036,009,Kingdom of Spain,Oceania,Australasia,AUS,54.0,240.0,207843.0,128M/128Q/64D,Australian Open,,96,4,24.0,9,2.25,Carla Suárez Navarro,,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/esp.svg,R64,W,"6-3, 7-5",https://www.wtatennis.com/players/311338/carla-su-rez-navarro,False,False,False,False,False,False,False,2,True,21,13,8,1,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,3,None|7,5,None",,
4,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/901/australian-open/2020,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/gs-tag.svg,2020-01-20,2020-02-02,2020,1,Melbourne,HUN,,AU,AUS,036,009,,Oceania,Australasia,AUS,88.0,240.0,207843.0,128M/128Q/64D,Australian Open,,96,4,24.0,9,2.25,Timea Babos,,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/hun.svg,R128,W,"6-3, 6-2",https://www.wtatennis.com/players/317070/timea-babos,False,False,False,False,False,False,False,2,True,17,12,5,1,HU,HUN,348,150,Europe,Central Europe,HUN,"6,3,None|6,2,None",,
1,2019 Us Open Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/8d0a3d41-7b45-434b-a75b-b7d2eb0922b4/WTA-Tournament_US-Open.png?height=128,https://www.wtatennis.com/tournaments/905/us-open/2019,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/gs-tag.svg,2019-08-26,2019-09-07,2019,8,New York,LAT,NY,US,USA,840,019,,America,Northern America,USA,11.0,70.0,100000.0,128M/128Q/64D,2019 Us Open Tennis Championships,,38,2,19.0,5,2.5,Anastasija Sevastova,12.0,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/lat.svg,R64,L,"6-3, 1-6, 3-6",https://www.wtatennis.com/players/313987/anastasija-sevastova,False,False,False,False,False,False,False,3,True,25,10,15,0,,,,,,,LAT,"6,3,None|1,6,None|3,6,None",,
2,2019 Us Open Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/8d0a3d41-7b45-434b-a75b-b7d2eb0922b4/WTA-Tournament_US-Open.png?height=128,https://www.wtatennis.com/tournaments/905/us-open/2019,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/gs-tag.svg,2019-08-26,2019-09-07,2019,8,New York,SRB,NY,US,USA,840,019,,America,Northern America,USA,93.0,70.0,100000.0,128M/128Q/64D,2019 Us Open Tennis Championships,,38,2,19.0,5,2.5,Ivana Jorovic,,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/srb.svg,R128,W,"6-0, 6-1",https://www.wtatennis.com/players/320360/ivana-jorovic,False,False,False,False,False,False,False,2,True,13,12,1,1,RS,SRB,688,150,Europe,Southeastern Europe,SRB,"6,0,None|6,1,None",,
1,Western & Southern Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/77288aaf-4c7f-4b8e-86f6-315c2ef872c5/WTA-Tournament_Cincinnati-2024.png?height=128,https://www.wtatennis.com/tournaments/1017/cincinnati/2019,Premier 5,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/1000k-tag.svg,2019-08-12,2019-08-18,2019,8,Cincinnati,EST,OH,US,USA,840,019,,America,Northern America,USA,20.0,90.0,15600.0,64M/32Q/32D,Western & Southern Open,,103,4,25.75,10,2.5,Anett Kontaveit,,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/est.svg,R32,L,"4-6, 6-7 (2)",https://www.wtatennis.com/players/318425/anett-kontaveit,False,False,False,False,True,False,True,2,False,23,10,13,0,EE,EST,233,150,Europe,Northern Europe,EST,"4,6,None|6,7,2",Q,False
2,Western & Southern Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/77288aaf-4c7f-4b8e-86f6-315c2ef872c5/WTA-Tournament_Cincinnati-2024.png?height=128,https://www.wtatennis.com/tournaments/1017/cincinnati/2019,Premier 5,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/1000k-tag.svg,2019-08-12,2019-08-18,2019,8,Cincinnati,FRA,OH,US,USA,840,019,,America,Northern America,USA,25.0,90.0,15600.0,64M/32Q/32D,Western & Southern Open,,103,4,25.75,10,2.5,Caroline Garcia,,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/fra.svg,R64,W,"7-6 (1), 6-1",https://www.wtatennis.com/players/315391/caroline-garcia,False,False,False,True,False,False,True,2,True,20,13,7,1,FR,FRA,250,150,Europe,Western Europe,FRA,"7,6,1|6,1,None",Q,False
3,Western & Southern Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/77288aaf-4c7f-4b8e-86f6-315c2ef872c5/WTA-Tournament_Cincinnati-2024.png?height=128,https://www.wtatennis.com/tournaments/1017/cincinnati/2019,Premier 5,Hard,https://www.wtatennis.com/resources/v7.42.8/i/elements/1000k-tag.svg,2019-08-12,2019-08-18,2019,8,Cincinnati,CHN,OH,US,USA,840,019,,America,Northern America,USA,52.0,90.0,15600.0,64M/32Q/32D,Western & Southern Open,,103,4,25.75,10,2.5,Yafan Wang,6.0,https://www.wtatennis.com/resources/v7.42.8/i/elements/flags/chn.svg,QR2,W,"6-4, 3-6, 6-4",https://www.wtatennis.com/players/317510/yafan-wang,False,False,False,False,False,False,False,3,True,29,15,14,1,CN,CHN,156,142,Asia,East Asia,CHN,"6,4,None|3,6,None|6,4,None",Q,False
