id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,points_gain,prize_money,draw,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score,entry_type
4,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/1038/madrid/2024,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-04-23,2024-05-05,2024,4,Madrid,EGY,,ES,ESP,724,150,,Europe,Southern Europe,ESP,72.0,390.0,284590.0,128M/48Q/32D,Mayar Sherif,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/egy.svg,Round of 32,W,"6-1, 6-4",https://www.wtatennis.com/players/318711/mayar-sherif,False,False,False,False,False,False,False,2,True,17,12,5,EG,EGY,818,002,Africa,North Africa,EGY,"6,1,None|6,4,None",
5,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/1038/madrid/2024,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-04-23,2024-05-05,2024,4,Madrid,ITA,,ES,ESP,724,150,,Europe,Southern Europe,ESP,46.0,390.0,284590.0,128M/48Q/32D,Lucia Bronzetti,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Round of 64,W,"6-4, 6-3",https://www.wtatennis.com/players/322280/lucia-bronzetti,False,False,False,False,False,False,False,2,True,19,12,7,IT,ITA,380,150,Europe,Southern Europe,ITA,"6,4,None|6,3,None",
6,Mutua Madrid Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/46f056ec-5c74-4159-bc35-97ca4c015c80/WTA-Tournament_Madrid-2023.png?height=128,https://www.wtatennis.com/tournaments/1038/madrid/2024,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-04-23,2024-05-05,2024,4,Madrid,,,ES,ESP,724,150,,Europe,Southern Europe,ESP,,390.0,284590.0,128M/48Q/32D,,,,Round of 128,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2024,WTA 500,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-04-15,2024-04-21,2024,4,Stuttgart,UKR,,DE,DEU,276,150,,Europe,Central Europe,GER,27.0,500.0,123480.0,32M/16Q/16D,Marta Kostyuk,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ukr.svg,Finals,W,"6-2, 6-2",https://www.wtatennis.com/players/326482/marta-kostyuk,False,False,False,False,False,False,False,2,True,16,12,4,UA,UKR,804,150,Europe,Eastern Europe,UKR,"6,2,None|6,2,None",
2,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2024,WTA 500,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-04-15,2024-04-21,2024,4,Stuttgart,POL,,DE,DEU,276,150,,Europe,Central Europe,GER,1.0,500.0,123480.0,32M/16Q/16D,Iga Swiatek,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/pol.svg,Semifinals,W,"6-3, 4-6, 6-3",https://www.wtatennis.com/players/326408/iga-swiatek,False,False,False,False,False,False,False,3,True,28,16,12,PL,POL,616,150,Europe,Central Europe,POL,"6,3,None|4,6,None|6,3,None",
3,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2024,WTA 500,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-04-15,2024-04-21,2024,4,Stuttgart,ITA,,DE,DEU,276,150,,Europe,Central Europe,GER,14.0,500.0,123480.0,32M/16Q/16D,Jasmine Paolini,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Quarterfinals,W,"6-3, 5-7, 6-3",https://www.wtatennis.com/players/319280/jasmine-paolini,False,False,False,False,False,False,False,3,True,30,17,13,IT,ITA,380,150,Europe,Southern Europe,ITA,"6,3,None|5,7,None|6,3,None",
4,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2024,WTA 500,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-04-15,2024-04-21,2024,4,Stuttgart,RUS,,DE,DEU,276,150,,Europe,Central Europe,GER,19.0,500.0,123480.0,32M/16Q/16D,Veronika Kudermetova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 16,W,"7-6 (3), 1-6, 6-4",https://www.wtatennis.com/players/319526/veronika-kudermetova,False,False,False,True,False,False,True,3,True,30,14,16,RU,RUS,643,150,Europe,Eastern Europe,RUS,"7,6,3|1,6,None|6,4,None",
5,Porsche Tennis Grand Prix,https://photoresources.wtatennis.com/photo-resources/2026/04/16/853dd66d-3c70-40ab-9215-4a22158de24a/WTA-Tournament_Stuttgart-2017.png?height=128,https://www.wtatennis.com/tournaments/1051/stuttgart/2024,WTA 500,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-04-15,2024-04-21,2024,4,Stuttgart,,,DE,DEU,276,150,,Europe,Central Europe,GER,,500.0,123480.0,32M/16Q/16D,,,,Round of 32,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Miami Open presented by Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/902/miami/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-03-19,2024-03-31,2024,3,Miami,USA,FL,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,53.0,650.0,585000.0,128M/48Q/32D,Danielle Collins,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Finals,L,"5-7, 3-6",https://www.wtatennis.com/players/316925/danielle-collins,False,False,False,False,False,False,False,2,False,21,8,13,US,USA,840,019,America,Northern America,USA,"5,7,None|3,6,None",
2,Miami Open presented by Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/902/miami/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-03-19,2024-03-31,2024,3,Miami,BLR,FL,US,USA,840,019,,America,Northern America,USA,32.0,650.0,585000.0,128M/48Q/32D,Victoria Azarenka,27.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/blr.svg,Semifinals,W,"6-4, 0-6, 7-6 (2)",https://www.wtatennis.com/players/312001/victoria-azarenka,False,False,False,False,False,True,True,3,True,29,13,16,BY,BLR,112,150,Europe,Eastern Europe,BLR,"6,4,None|0,6,None|7,6,2",
3,Miami Open presented by Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/902/miami/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-03-19,2024-03-31,2024,3,Miami,GRE,FL,US,USA,840,019,,America,Northern America,USA,9.0,650.0,585000.0,128M/48Q/32D,Maria Sakkari,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/gre.svg,Quarterfinals,W,"7-5, 6-7 (4), 6-4",https://www.wtatennis.com/players/318312/maria-sakkari,False,False,False,False,True,False,True,3,True,35,19,16,GR,GRC,300,150,Europe,Southeastern Europe,GRE,"7,5,None|6,7,4|6,4,None",
4,Miami Open presented by Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/902/miami/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-03-19,2024-03-31,2024,3,Miami,USA,FL,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,18.0,650.0,585000.0,128M/48Q/32D,Madison Keys,17.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 16,W,"6-3, 7-5",https://www.wtatennis.com/players/316959/madison-keys,False,False,False,False,False,False,False,2,True,21,13,8,US,USA,840,019,America,Northern America,USA,"6,3,None|7,5,None",
5,Miami Open presented by Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/902/miami/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-03-19,2024-03-31,2024,3,Miami,USA,FL,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,72.0,650.0,585000.0,128M/48Q/32D,Taylor Townsend,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,W,"6-3, 6-7 (3), 6-4",https://www.wtatennis.com/players/318609/taylor-townsend,False,False,False,False,True,False,True,3,True,32,18,14,US,USA,840,019,America,Northern America,USA,"6,3,None|6,7,3|6,4,None",
6,Miami Open presented by Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/902/miami/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-03-19,2024-03-31,2024,3,Miami,DEN,FL,US,USA,840,019,,America,Northern America,USA,92.0,650.0,585000.0,128M/48Q/32D,Clara Tauson,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/den.svg,Round of 64,W,"3-6, 7-5, 6-4",https://www.wtatennis.com/players/327793/clara-tauson,False,False,False,False,False,False,False,3,False,31,16,15,DK,DNK,208,150,Europe,Northern Europe,DEN,"3,6,None|7,5,None|6,4,None",
7,Miami Open presented by Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/902/miami/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-03-19,2024-03-31,2024,3,Miami,,FL,US,USA,840,019,,America,Northern America,USA,,650.0,585000.0,128M/48Q/32D,,,,Round of 128,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/718/dubai/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-18,2024-02-24,2024,2,Dubai,ITA,,AE,ARE,784,142,,Asia,Western Asia,UAE,26.0,215.0,72965.0,64M/32Q/32D,Jasmine Paolini,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Quarterfinals,L,Walkover,https://www.wtatennis.com/players/319280/jasmine-paolini,False,True,False,False,False,False,False,0,False,0,0,0,IT,ITA,380,150,Europe,Southern Europe,ITA,,
2,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/718/dubai/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-18,2024-02-24,2024,2,Dubai,POL,,AE,ARE,784,142,,Asia,Western Asia,UAE,53.0,215.0,72965.0,64M/32Q/32D,Magdalena Frech,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/pol.svg,Round of 16,W,"7-6 (5), 3-6, 6-4",https://www.wtatennis.com/players/320277/magdalena-frech,False,False,False,True,False,False,True,3,True,32,16,16,PL,POL,616,150,Europe,Central Europe,POL,"7,6,5|3,6,None|6,4,None",
3,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/718/dubai/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-18,2024-02-24,2024,2,Dubai,BLR,,AE,ARE,784,142,,Asia,Western Asia,UAE,27.0,215.0,72965.0,64M/32Q/32D,Victoria Azarenka,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/blr.svg,Round of 32,W,"4-6, 6-2",https://www.wtatennis.com/players/312001/victoria-azarenka,True,False,False,False,False,False,False,2,False,18,10,8,BY,BLR,112,150,Europe,Eastern Europe,BLR,"4,6,None|6,2,None|Ret",
4,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/718/dubai/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-18,2024-02-24,2024,2,Dubai,,,AE,ARE,784,142,,Asia,Western Asia,UAE,,215.0,72965.0,64M/32Q/32D,,,,Round of 64,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Qatar TotalEnergies Open 2024,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/1003/doha/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-11,2024-02-17,2024,2,Doha,POL,,QA,QAT,634,142,,Asia,Western Asia,QAT,1.0,650.0,308320.0,64M/32Q/32D,Iga Swiatek,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/pol.svg,Finals,L,"6-7 (8), 2-6",https://www.wtatennis.com/players/326408/iga-swiatek,False,False,False,True,False,False,True,2,False,21,8,13,PL,POL,616,150,Europe,Central Europe,POL,"6,7,8|2,6,None",
2,Qatar TotalEnergies Open 2024,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/1003/doha/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-11,2024-02-17,2024,2,Doha,RUS,,QA,QAT,634,142,,Asia,Western Asia,QAT,32.0,650.0,308320.0,64M/32Q/32D,Anastasia Pavlyuchenkova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Semifinals,W,"6-2, 6-4",https://www.wtatennis.com/players/313796/anastasia-pavlyuchenkova,False,False,False,False,False,False,False,2,True,18,12,6,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,2,None|6,4,None",
3,Qatar TotalEnergies Open 2024,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/1003/doha/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-11,2024-02-17,2024,2,Doha,CAN,,QA,QAT,634,142,,Asia,Western Asia,QAT,38.0,650.0,308320.0,64M/32Q/32D,Leylah Fernandez,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/can.svg,Quarterfinals,W,"6-4, 6-2",https://www.wtatennis.com/players/326735/leylah-fernandez,False,False,False,False,False,False,False,2,True,18,12,6,CA,CAN,124,019,America,Northern America,CAN,"6,4,None|6,2,None",
4,Qatar TotalEnergies Open 2024,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/1003/doha/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-11,2024-02-17,2024,2,Doha,USA,,QA,QAT,634,142,United States of America|America|USA|US,Asia,Western Asia,QAT,23.0,650.0,308320.0,64M/32Q/32D,Emma Navarro,16.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 16,W,"6-1, 6-7 (6), 6-4",https://www.wtatennis.com/players/325410/emma-navarro,False,False,False,False,True,False,True,3,True,30,18,12,US,USA,840,019,America,Northern America,USA,"6,1,None|6,7,6|6,4,None",
5,Qatar TotalEnergies Open 2024,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/1003/doha/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-11,2024-02-17,2024,2,Doha,CHN,,QA,QAT,634,142,,Asia,Western Asia,QAT,57.0,650.0,308320.0,64M/32Q/32D,Lin Zhu,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Round of 32,W,"6-2, 6-1",https://www.wtatennis.com/players/317306/lin-zhu,False,False,False,False,False,False,False,2,True,15,12,3,CN,CHN,156,142,Asia,East Asia,CHN,"6,2,None|6,1,None",
6,Qatar TotalEnergies Open 2024,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/1003/doha/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-02-11,2024-02-17,2024,2,Doha,,,QA,QAT,634,142,,Asia,Western Asia,QAT,,650.0,308320.0,64M/32Q/32D,,,,Round of 64,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Mubadala Abu Dhabi Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/4640db7d-6276-4304-9a84-b873be9d2951/WTA-Tournament_AbuDhabi_2024-copy.png?height=128,https://www.wtatennis.com/tournaments/2088/abu-dhabi/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-02-05,2024-02-11,2024,2,Abu Dhabi,AUS,,AE,ARE,784,142,,Asia,Western Asia,UAE,14.0,500.0,142000.0,32M/24Q/16D,Daria Kasatkina,7.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Finals,W,"6-1, 6-4",https://www.wtatennis.com/players/322082/daria-kasatkina,False,False,False,False,False,False,False,2,True,17,12,5,AU,AUS,036,009,Oceania,Australasia,AUS,"6,1,None|6,4,None",
2,Mubadala Abu Dhabi Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/4640db7d-6276-4304-9a84-b873be9d2951/WTA-Tournament_AbuDhabi_2024-copy.png?height=128,https://www.wtatennis.com/tournaments/2088/abu-dhabi/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-02-05,2024-02-11,2024,2,Abu Dhabi,RUS,,AE,ARE,784,142,,Asia,Western Asia,UAE,15.0,500.0,142000.0,32M/24Q/16D,Liudmila Samsonova,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Semifinals,W,"6-0, 4-6, 6-2",https://www.wtatennis.com/players/322222/liudmila-samsonova,False,False,False,False,False,False,False,3,True,24,16,8,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,0,None|4,6,None|6,2,None",
3,Mubadala Abu Dhabi Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/4640db7d-6276-4304-9a84-b873be9d2951/WTA-Tournament_AbuDhabi_2024-copy.png?height=128,https://www.wtatennis.com/tournaments/2088/abu-dhabi/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-02-05,2024-02-11,2024,2,Abu Dhabi,ESP,,AE,ARE,784,142,Kingdom of Spain,Asia,Western Asia,UAE,74.0,500.0,142000.0,32M/24Q/16D,Cristina Bucsa,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Quarterfinals,W,"6-1, 6-4",https://www.wtatennis.com/players/321158/cristina-bucsa,False,False,False,False,False,False,False,2,True,17,12,5,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,1,None|6,4,None",
4,Mubadala Abu Dhabi Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/4640db7d-6276-4304-9a84-b873be9d2951/WTA-Tournament_AbuDhabi_2024-copy.png?height=128,https://www.wtatennis.com/tournaments/2088/abu-dhabi/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-02-05,2024-02-11,2024,2,Abu Dhabi,USA,,AE,ARE,784,142,United States of America|America|USA|US,Asia,Western Asia,UAE,71.0,500.0,142000.0,32M/24Q/16D,Danielle Collins,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 16,W,"4-6, 6-3, 6-3",https://www.wtatennis.com/players/316925/danielle-collins,False,False,False,False,False,False,False,3,False,28,16,12,US,USA,840,019,America,Northern America,USA,"4,6,None|6,3,None|6,3,None",
5,Mubadala Abu Dhabi Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/4640db7d-6276-4304-9a84-b873be9d2951/WTA-Tournament_AbuDhabi_2024-copy.png?height=128,https://www.wtatennis.com/tournaments/2088/abu-dhabi/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-02-05,2024-02-11,2024,2,Abu Dhabi,,,AE,ARE,784,142,,Asia,Western Asia,UAE,,500.0,142000.0,32M/24Q/16D,,,,Round of 32,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/901/australian-open/2024,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2024-01-14,2024-01-28,2024,1,Melbourne,RUS,,AU,AUS,036,009,,Oceania,Australasia,AUS,57.0,70.0,119050.0,128M/128Q/64D,Anna Blinkova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 64,L,"4-6, 6-4, 6-7 (20)",https://www.wtatennis.com/players/324267/anna-blinkova,False,False,False,False,False,True,True,3,False,33,16,17,RU,RUS,643,150,Europe,Eastern Europe,RUS,"4,6,None|6,4,None|6,7,20",
2,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/901/australian-open/2024,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2024-01-14,2024-01-28,2024,1,Melbourne,CZE,,AU,AUS,036,009,,Oceania,Australasia,AUS,38.0,70.0,119050.0,128M/128Q/64D,Karolina Pliskova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/cze.svg,Round of 128,W,"7-6 (6), 6-4",https://www.wtatennis.com/players/313974/karolina-pliskova,False,False,False,True,False,False,True,2,True,23,13,10,CZ,CZE,203,150,Europe,Central Europe,CZE,"7,6,6|6,4,None",
1,Adelaide International,,https://www.wtatennis.com/tournaments/2014/adelaide/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-01-08,2024-01-13,2024,1,Adelaide,RUS,,AU,AUS,036,009,,Oceania,Australasia,AUS,21.0,108.0,24200.0,32M/24Q/16D,Ekaterina Alexandrova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Quarterfinals,L,"3-6, 3-6",https://www.wtatennis.com/players/319007/ekaterina-alexandrova,False,False,False,False,False,False,False,2,False,18,6,12,RU,RUS,643,150,Europe,Eastern Europe,RUS,"3,6,None|3,6,None",
2,Adelaide International,,https://www.wtatennis.com/tournaments/2014/adelaide/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-01-08,2024-01-13,2024,1,Adelaide,ESP,,AU,AUS,036,009,Kingdom of Spain,Oceania,Australasia,AUS,61.0,108.0,24200.0,32M/24Q/16D,Cristina Bucsa,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Round of 16,W,"6-3, 7-5",https://www.wtatennis.com/players/321158/cristina-bucsa,False,False,False,False,False,False,False,2,True,21,13,8,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,3,None|7,5,None",
3,Adelaide International,,https://www.wtatennis.com/tournaments/2014/adelaide/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-01-08,2024-01-13,2024,1,Adelaide,,,AU,AUS,036,009,,Oceania,Australasia,AUS,,108.0,24200.0,32M/24Q/16D,,,,Round of 32,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,,,,,,,,,
1,Brisbane International presented by Evie,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0cf338c-8e78-4f7f-816c-d0a252863119/WTA-Tournament_Brisbane-2025.png?height=128,https://www.wtatennis.com/tournaments/800/brisbane/2024,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2024-12-31,2024-01-07,2024,12,Brisbane,BLR,,AU,AUS,036,009,,Oceania,Australasia,AUS,2.0,500.0,220000.0,64M/24Q/32D,Aryna Sabalenka,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/blr.svg,Finals,W,"6-0, 6-3",https://www.wtatennis.com/players/320760/aryna-sabalenka,False,False,False,False,False,False,False,2,True,15,12,3,BY,BLR,112,150,Europe,Eastern Europe,BLR,"6,0,None|6,3,None",
