id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,entry_type,points_gain,prize_money,draw,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score
1,Omnium Banque Nationale présenté par Rogers ,https://photoresources.wtatennis.com/photo-resources/2026/04/16/12d4c93e-8e56-4d81-ac72-ea0d1498127e/WTA-Tournament_Canada-English-2021.png?height=128,https://www.wtatennis.com/tournaments/806/montreal/2025,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2025-07-27,2025-08-07,2025,7,Montreal,SUI,,CA,CAN,124,019,[],America,Northern America,CAN,20.0,W,35.0,19705.0,128M/32Q/32D,Belinda Bencic,17.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/sui.svg,Round of 64,L,"2-6, 6-3, 4-6",https://www.wtatennis.com/players/319001/belinda-bencic,False,False,False,False,False,False,False,3,False,27,12,15,CH,CHE,756,150,Europe,Central Europe,SUI,"2,6,None|6,3,None|4,6,None"
2,Omnium Banque Nationale présenté par Rogers ,https://photoresources.wtatennis.com/photo-resources/2026/04/16/12d4c93e-8e56-4d81-ac72-ea0d1498127e/WTA-Tournament_Canada-English-2021.png?height=128,https://www.wtatennis.com/tournaments/806/montreal/2025,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2025-07-27,2025-08-07,2025,7,Montreal,COL,,CA,CAN,124,019,[],America,Northern America,CAN,82.0,W,35.0,19705.0,128M/32Q/32D,Emiliana Arango,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/col.svg,Round of 128,W,"6-4, 2-6, 6-2",https://www.wtatennis.com/players/324789/emiliana-arango,False,False,False,False,False,False,False,3,True,26,14,12,CO,COL,170,019,America,Northern South America,COL,"6,4,None|2,6,None|6,2,None"
1,Hall of Fame Open,https://photoresources.wtatennis.com/photo-resources/2025/04/16/acd36489-076d-4eb0-9221-04c62f96df43/WTA-Tournament_Newport-2025.png?height=128,https://www.wtatennis.com/tournaments/1123/newport-125/2025,WTA 125,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2025-07-07,2025-07-13,2025,7,,USA,,,,,,"['America', 'USA', 'US']",,,United States of America,268.0,W,,2475.0,32M/8Q/16D,Anna Rogers,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,L,"5-7, 2-6",https://www.wtatennis.com/players/328647/anna-rogers,False,False,False,False,False,False,False,2,False,20,7,13,US,USA,840,019,America,Northern America,USA,"5,7,None|2,6,None"
1,National Bank Open presented by Rogers,,https://www.wtatennis.com/tournaments/806/montreal/2024,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2024-08-06,2024-08-12,2024,8,Toronto,JPN,,CA,CAN,124,019,[],America,Northern America,CAN,63.0,W,2.0,4610.0,64M/32Q/32D,Moyuka Uchijima,2.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/jpn.svg,Qualifying R1 Qual. R1,L,"7-5, 5-7, 4-6",https://www.wtatennis.com/players/327241/moyuka-uchijima,False,False,False,False,False,False,False,3,True,34,16,18,JP,JPN,392,142,Asia,East Asia,JPN,"7,5,None|5,7,None|4,6,None"
1,ITF/USTA W75,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2024-05-06,2024-05-12,2024,5,Zephyrhills,USA,,,,,,"['America', 'USA', 'US']",,,Florida,96.0,W,,1543.0,32M/32Q/16D,Kayla Day,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Quarterfinals,L,"7-64, 5-7",https://www.wtatennis.com/players/322534/kayla-day,True,False,False,True,False,False,True,2,True,83,12,71,US,USA,840,019,America,Northern America,USA,"7,64,None|5,7,None|Ret"
2,ITF/USTA W75,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2024-05-06,2024-05-12,2024,5,Zephyrhills,HUN,,,,,,[],,,Florida,265.0,W,,1543.0,32M/32Q/16D,Fanny Stollar,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/hun.svg,Round of 16,W,"6-1, 2-6, 6-4",https://www.wtatennis.com/players/323231/fanny-stollar,False,False,False,False,False,False,False,3,True,25,14,11,HU,HUN,348,150,Europe,Central Europe,HUN,"6,1,None|2,6,None|6,4,None"
3,ITF/USTA W75,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2024-05-06,2024-05-12,2024,5,Zephyrhills,LTU,,,,,,[],,,Florida,224.0,W,,1543.0,32M/32Q/16D,Justina Mikulskyte,6.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ltu.svg,Round of 32,W,"6-1, 6-2",https://www.wtatennis.com/players/323677/justina-mikulskyte,False,False,False,False,False,False,False,2,True,15,12,3,LT,LTU,440,150,Europe,Northern Europe,LTU,"6,1,None|6,2,None"
1,Guadalajara Open AKRON Presented by SANTANDER,,https://www.wtatennis.com/tournaments/2075/guadalajara-500/2023,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-09-17,2023-09-23,2023,9,Guadalajara,RUS,,MX,MEX,484,019,[],America,Central America,MEX,19.0,W,60.0,17930.0,64M/32Q/32D,Veronika Kudermetova,7.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 32,L,"2-6, 7-6 (4), 4-6",https://www.wtatennis.com/players/319526/veronika-kudermetova,False,False,False,False,True,False,True,3,False,31,13,18,RU,RUS,643,150,Europe,Eastern Europe,RUS,"2,6,None|7,6,4|4,6,None"
2,Guadalajara Open AKRON Presented by SANTANDER,,https://www.wtatennis.com/tournaments/2075/guadalajara-500/2023,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-09-17,2023-09-23,2023,9,Guadalajara,MEX,,MX,MEX,484,019,"['United States of Mexico', 'United Mexican States']",America,Central America,MEX,181.0,W,60.0,17930.0,64M/32Q/32D,Renata Zarazua,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/mex.svg,Round of 64,W,"6-1, 7-6 (4)",https://www.wtatennis.com/players/320716/renata-zarazua,False,False,False,False,True,False,True,2,True,20,13,7,MX,MEX,484,019,America,Central America,MEX,"6,1,None|7,6,4"
1,US Open,,https://www.wtatennis.com/tournaments/905/us-open/2023,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2023-08-28,2023-09-10,2023,8,New York,UKR,NY,,,,,[],,,United States of America,110.0,,20.0,34500.0,128M/128Q/64D,Dayana Yastremska,12.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ukr.svg,Qualifying R2 Qual. R2,L,"1-6, 6-4, 4-6",https://www.wtatennis.com/players/324261/dayana-yastremska,False,False,False,False,False,False,False,3,False,27,11,16,UA,UKR,804,150,Europe,Eastern Europe,UKR,"1,6,None|6,4,None|4,6,None"
2,US Open,,https://www.wtatennis.com/tournaments/905/us-open/2023,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2023-08-28,2023-09-10,2023,8,New York,USA,NY,,,,,"['America', 'USA', 'US']",,,United States of America,994.0,,20.0,34500.0,128M/128Q/64D,Katherine Hui,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,W,"6-2, 6-3",https://www.wtatennis.com/players/330053/katherine-hui,False,False,False,False,False,False,False,2,True,17,12,5,US,USA,840,019,America,Northern America,USA,"6,2,None|6,3,None"
1,Omnium Banque Nationale présenté par Rogers ,,https://www.wtatennis.com/tournaments/806/montreal/2023,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-08-07,2023-08-13,2023,8,Montreal,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,48.0,W,1.0,4000.0,64M/32Q/32D,Danielle Collins,3.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,L,"1-6, 6-1, 1-6",https://www.wtatennis.com/players/316925/danielle-collins,False,False,False,False,False,False,False,3,False,21,8,13,US,USA,840,019,America,Northern America,USA,"1,6,None|6,1,None|1,6,None"
1,"The Championships, Wimbledon",,https://www.wtatennis.com/tournaments/904/wimbledon/2023,Grand Slam,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2023-07-03,2023-07-16,2023,7,Wimbledon,BEL,,GB,GBR,826,150,[],Europe,Northern Europe,ENG,123.0,,2.0,16138.0,128M/128Q/64D,Greet Minnen,13.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/bel.svg,Qualifying R1 Qual. R1,L,"4-6, 5-7",https://www.wtatennis.com/players/321454/greet-minnen,False,False,False,False,False,False,False,2,False,22,9,13,BE,BEL,056,150,Europe,Western Europe,BEL,"4,6,None|5,7,None"
1,"bett1open, presented by ecotrans Group",,https://www.wtatennis.com/tournaments/2012/berlin/2023,WTA 500,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2023-06-19,2023-06-25,2023,6,Berlin,RUS,,DE,DEU,276,150,[],Europe,Central Europe,GER,1243.0,,13.0,5020.0,32M/24Q/16D,Vera Zvonareva,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Qualifying R2 Qual. R2,L,"3-6, 7-5, 3-6",https://www.wtatennis.com/players/260142/vera-zvonareva,False,False,False,False,False,False,False,3,False,30,13,17,RU,RUS,643,150,Europe,Eastern Europe,RUS,"3,6,None|7,5,None|3,6,None"
2,"bett1open, presented by ecotrans Group",,https://www.wtatennis.com/tournaments/2012/berlin/2023,WTA 500,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2023-06-19,2023-06-25,2023,6,Berlin,AUS,,DE,DEU,276,150,[],Europe,Central Europe,GER,114.0,,13.0,5020.0,32M/24Q/16D,Kimberly Birrell,5.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Qualifying R1 Qual. R1,W,"7-5, 3-6, 6-4",https://www.wtatennis.com/players/320728/kimberly-birrell,False,False,False,False,False,False,False,3,True,31,16,15,AU,AUS,036,009,Oceania,Australasia,AUS,"7,5,None|3,6,None|6,4,None"
1,Firenze Ladies Open,,https://www.wtatennis.com/tournaments/2090/florence-125/2023,WTA 125,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2023-05-15,2023-05-21,2023,5,Florence,ITA,,IT,ITA,380,150,[],Europe,Southern Europe,ITA,78.0,,,3475.0,32M/16Q/16D,Sara Errani,6.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Quarterfinals,L,"3-6, 0-1",https://www.wtatennis.com/players/310761/sara-errani,True,False,False,False,False,False,False,2,False,10,3,7,IT,ITA,380,150,Europe,Southern Europe,ITA,"3,6,None|0,1,None|Ret"
2,Firenze Ladies Open,,https://www.wtatennis.com/tournaments/2090/florence-125/2023,WTA 125,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2023-05-15,2023-05-21,2023,5,Florence,SLO,,IT,ITA,380,150,[],Europe,Southern Europe,ITA,130.0,,,3475.0,32M/16Q/16D,Kaja Juvan,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/slo.svg,Round of 16,W,"7-6 (6), 6-3",https://www.wtatennis.com/players/324702/kaja-juvan,False,False,False,True,False,False,True,2,True,22,13,9,,,,,,,SLO,"7,6,6|6,3,None"
3,Firenze Ladies Open,,https://www.wtatennis.com/tournaments/2090/florence-125/2023,WTA 125,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2023-05-15,2023-05-21,2023,5,Florence,ITA,,IT,ITA,380,150,[],Europe,Southern Europe,ITA,421.0,,,3475.0,32M/16Q/16D,Diletta Cherubini,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Round of 32,W,"6-4, 6-4",https://www.wtatennis.com/players/328173/diletta-cherubini,False,False,False,False,False,False,False,2,True,20,12,8,IT,ITA,380,150,Europe,Southern Europe,ITA,"6,4,None|6,4,None"
1,Internazionali BNL d'Italia,,https://www.wtatennis.com/tournaments/709/rome/2023,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-05-09,2023-05-20,2023,5,Rome,HUN,,IT,ITA,380,150,[],Europe,Southern Europe,ITA,91.0,,2.0,3110.0,96M/48Q/32D,Dalma Galfi,7.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/hun.svg,Qualifying R1 Qual. R1,L,"6-7 (4), 3-6",https://www.wtatennis.com/players/321106/dalma-galfi,False,False,False,True,False,False,True,2,False,22,9,13,HU,HUN,348,150,Europe,Central Europe,HUN,"6,7,4|3,6,None"
1,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2023,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-04-25,2023-05-07,2023,4,Madrid,ITA,,ES,ESP,724,150,[],Europe,Southern Europe,ESP,20.0,Q,65.0,27045.0,96M/48Q/32D,Martina Trevisan,18.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Round of 64,L,"2-6, 5-7",https://www.wtatennis.com/players/316266/martina-trevisan,False,False,False,False,False,False,False,2,False,20,7,13,IT,ITA,380,150,Europe,Southern Europe,ITA,"2,6,None|5,7,None"
2,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2023,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-04-25,2023-05-07,2023,4,Madrid,UKR,,ES,ESP,724,150,[],Europe,Southern Europe,ESP,149.0,Q,65.0,27045.0,96M/48Q/32D,Dayana Yastremska,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ukr.svg,Round of 128,W,"6-7 (6), 6-2, 6-2",https://www.wtatennis.com/players/324261/dayana-yastremska,False,False,False,True,False,False,True,3,False,29,18,11,UA,UKR,804,150,Europe,Eastern Europe,UKR,"6,7,6|6,2,None|6,2,None"
3,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2023,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-04-25,2023-05-07,2023,4,Madrid,USA,,ES,ESP,724,150,"['America', 'USA', 'US']",Europe,Southern Europe,ESP,147.0,Q,65.0,27045.0,96M/48Q/32D,Elizabeth Mandlik,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R2 Qual. R2,W,"6-3, 6-2",https://www.wtatennis.com/players/326379/elizabeth-mandlik,False,False,False,False,False,False,False,2,True,17,12,5,US,USA,840,019,America,Northern America,USA,"6,3,None|6,2,None"
4,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2023,WTA 1000,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2023-04-25,2023-05-07,2023,4,Madrid,ESP,,ES,ESP,724,150,['Kingdom of Spain'],Europe,Southern Europe,ESP,102.0,Q,65.0,27045.0,96M/48Q/32D,Sara Sorribes Tormo,13.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Qualifying R1 Qual. R1,W,"6-1, 4-1",https://www.wtatennis.com/players/318872/sara-sorribes-tormo,True,False,False,False,False,False,False,2,True,12,10,2,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,1,None|4,1,None|Ret"
1,"ITF/TENNIS EUROPE $100,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2023-04-17,2023-04-23,2023,4,Oeiras,MNE,,PT,PRT,620,150,[],Europe,Southern Europe,POR,72.0,W,,1559.0,32M/32Q/16D,Danka Kovinic,5.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/mne.svg,Round of 16,L,"3-6, 5-7",https://www.wtatennis.com/players/317684/danka-kovinic,False,False,False,False,False,False,False,2,False,21,8,13,ME,MNE,499,150,Europe,Southeastern Europe,MNE,"3,6,None|5,7,None"
2,"ITF/TENNIS EUROPE $100,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2023-04-17,2023-04-23,2023,4,Oeiras,FRA,,PT,PRT,620,150,[],Europe,Southern Europe,POR,109.0,W,,1559.0,32M/32Q/16D,Diane Parry,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/fra.svg,Round of 32,W,"6-2, 6-4",https://www.wtatennis.com/players/327077/diane-parry,False,False,False,False,False,False,False,2,True,18,12,6,FR,FRA,250,150,Europe,Western Europe,FRA,"6,2,None|6,4,None"
1,Copa Colsanitas presented by Zurich,,https://www.wtatennis.com/tournaments/894/bogota/2023,WTA 250,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2023-04-03,2023-04-09,2023,4,Bogota,UZB,,CO,COL,170,019,[],America,Northern South America,COL,90.0,W,30.0,3920.0,32M/24Q/16D,Kamilla Rakhimova,4.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/uzb.svg,Round of 16,L,"0-6, 7-6 (7), 4-6",https://www.wtatennis.com/players/325936/kamilla-rakhimova,False,False,False,False,True,False,True,3,False,29,11,18,UZ,UZB,860,142,Asia,Central Asia,UZB,"0,6,None|7,6,7|4,6,None"
2,Copa Colsanitas presented by Zurich,,https://www.wtatennis.com/tournaments/894/bogota/2023,WTA 250,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2023-04-03,2023-04-09,2023,4,Bogota,SUI,,CO,COL,170,019,[],America,Northern South America,COL,137.0,W,30.0,3920.0,32M/24Q/16D,Ylena In-Albon,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/sui.svg,Round of 32,W,"6-3, 6-2",https://www.wtatennis.com/players/321397/ylena-in-albon,False,False,False,False,False,False,False,2,True,17,12,5,CH,CHE,756,150,Europe,Central Europe,SUI,"6,3,None|6,2,None"
1,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2023,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2023-01-16,2023-01-29,2023,1,Melbourne,USA,,AU,AUS,036,009,"['America', 'USA', 'US']",Oceania,Australasia,AUS,181.0,,2.0,18185.0,128M/128Q/64D,Ashlyn Krueger,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,L,"3-6, 6-1, 4-6",https://www.wtatennis.com/players/329409/ashlyn-krueger,False,False,False,False,False,False,False,3,False,26,13,13,US,USA,840,019,America,Northern America,USA,"3,6,None|6,1,None|4,6,None"
1,ASB Classic,,https://www.wtatennis.com/tournaments/1049/auckland/2023,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2023-01-02,2023-01-08,2023,1,Auckland,USA,,NZ,NZL,554,009,"['America', 'USA', 'US']",Oceania,Australasia,NZL,129.0,W,12.0,2075.0,32M/24Q/16D,Ann Li,11.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,W,"6-4, 6-3",https://www.wtatennis.com/players/326096/ann-li,False,False,False,False,False,False,False,2,True,19,12,7,US,USA,840,019,America,Northern America,USA,"6,4,None|6,3,None"
1,Dow Tennis Classic,,https://www.wtatennis.com/tournaments/2051/midland-125/2022,WTA 125,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2022-10-31,2022-11-06,2022,10,Midland,COL,MI,,,,,[],,,United States of America,83.0,W,,1008.0,32M/16Q/16D,Camila Osorio,5.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/col.svg,Round of 32,L,"6-1, 2-6, 2-6",https://www.wtatennis.com/players/325898/camila-osorio,False,False,False,False,False,False,False,3,True,23,10,13,CO,COL,170,019,America,Northern South America,COL,"6,1,None|2,6,None|2,6,None"
1,Abierto Tampico,,https://www.wtatennis.com/tournaments/2067/tampico-125/2022,WTA 125,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2022-10-24,2022-10-29,2022,10,Tampico,MEX,,MX,MEX,484,019,"['United States of Mexico', 'United Mexican States']",America,Central America,MEX,291.0,W,,1008.0,32M/16Q/16D,Renata Zarazua,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/mex.svg,Round of 32,L,"5-7, 6-1, 5-7",https://www.wtatennis.com/players/320716/renata-zarazua,False,False,False,False,False,False,False,3,False,31,16,15,MX,MEX,484,019,America,Central America,MEX,"5,7,None|6,1,None|5,7,None"
1,Guadalajara Open Akron,,https://www.wtatennis.com/tournaments/2075/guadalajara-500/2022,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2022-10-17,2022-10-23,2022,10,Guadalajara,LAT,,MX,MEX,484,019,[],America,Central America,MEX,23.0,W,60.0,16340.0,64M/32Q/32D,Jelena Ostapenko,12.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/lat.svg,Round of 32,L,"5-7, 6-2, 1-6",https://www.wtatennis.com/players/319939/jelena-ostapenko,False,False,False,False,False,False,False,3,False,27,12,15,,,,,,,LAT,"5,7,None|6,2,None|1,6,None"
2,Guadalajara Open Akron,,https://www.wtatennis.com/tournaments/2075/guadalajara-500/2022,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2022-10-17,2022-10-23,2022,10,Guadalajara,USA,,MX,MEX,484,019,"['America', 'USA', 'US']",America,Central America,MEX,194.0,W,60.0,16340.0,64M/32Q/32D,Kayla Day,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 64,W,"7-5, 6-3",https://www.wtatennis.com/players/322534/kayla-day,False,False,False,False,False,False,False,2,True,21,13,8,US,USA,840,019,America,Northern America,USA,"7,5,None|6,3,None"
1,Transylvania Open by Verdino,,https://www.wtatennis.com/tournaments/2050/cluj-napoca/2022,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2022-10-10,2022-10-16,2022,10,Cluj-Napoca,UKR,,RO,ROU,642,150,[],Europe,Southeastern Europe,ROU,45.0,W,1.0,2200.0,32M/24Q/16D,Anhelina Kalinina,2.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ukr.svg,Round of 32,L,3-6,https://www.wtatennis.com/players/320567/anhelina-kalinina,True,False,False,False,False,False,False,1,False,9,3,6,UA,UKR,804,150,Europe,Eastern Europe,UKR,"3,6,None|Ret"
1,AGEL Open 2022,,https://www.wtatennis.com/tournaments/2025/ostrava/2022,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2022-10-03,2022-10-09,2022,10,Ostrava,SUI,,CZ,CZE,203,150,[],Europe,Central Europe,CZE,14.0,Q,25.0,8080.0,32M/24Q/16D,Belinda Bencic,6.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/sui.svg,Round of 32,L,"7-6 (7), 1-6, 4-6",https://www.wtatennis.com/players/319001/belinda-bencic,False,False,False,True,False,False,True,3,True,30,12,18,CH,CHE,756,150,Europe,Central Europe,SUI,"7,6,7|1,6,None|4,6,None"
2,AGEL Open 2022,,https://www.wtatennis.com/tournaments/2025/ostrava/2022,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2022-10-03,2022-10-09,2022,10,Ostrava,HUN,,CZ,CZE,203,150,[],Europe,Central Europe,CZE,87.0,Q,25.0,8080.0,32M/24Q/16D,Dalma Galfi,5.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/hun.svg,Qualifying R2 Qual. R2,W,"6-3, 6-2",https://www.wtatennis.com/players/321106/dalma-galfi,False,False,False,False,False,False,False,2,True,17,12,5,HU,HUN,348,150,Europe,Central Europe,HUN,"6,3,None|6,2,None"
3,AGEL Open 2022,,https://www.wtatennis.com/tournaments/2025/ostrava/2022,WTA 500,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2022-10-03,2022-10-09,2022,10,Ostrava,FRA,,CZ,CZE,203,150,[],Europe,Central Europe,CZE,100.0,Q,25.0,8080.0,32M/24Q/16D,Oceane Dodin,7.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/fra.svg,Qualifying R1 Qual. R1,W,"6-2, 4-6, 6-3",https://www.wtatennis.com/players/319436/oceane-dodin,False,False,False,False,False,False,False,3,True,27,16,11,FR,FRA,250,150,Europe,Western Europe,FRA,"6,2,None|4,6,None|6,3,None"
1,Hana Bank Korea Open,,https://www.wtatennis.com/tournaments/1024/seoul/2022,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2022-09-19,2022-09-25,2022,9,Seoul,GER,,,,,,[],,,Korea,80.0,,1.0,2725.0,32M/24Q/16D,Tatjana Maria,7.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ger.svg,Round of 32,L,"6-7 (5), 6-7 (5)",https://www.wtatennis.com/players/310440/tatjana-maria,False,False,False,True,True,False,True,2,False,26,12,14,DE,DEU,276,150,Europe,Central Europe,GER,"6,7,5|6,7,5"
1,Chennai Open,,https://www.wtatennis.com/tournaments/2078/chennai/2022,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2022-09-12,2022-09-18,2022,9,Chennai,ARG,,IN,IND,356,142,[],Asia,South Asia,IND,298.0,W,60.0,6200.0,32M/24Q/16D,Nadia Podoroska,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/arg.svg,Quarterfinals,L,"6-1, 4-6, 2-6",https://www.wtatennis.com/players/319112/nadia-podoroska,False,False,False,False,False,False,False,3,True,25,12,13,AR,ARG,032,019,America,Southern South America,ARG,"6,1,None|4,6,None|2,6,None"
2,Chennai Open,,https://www.wtatennis.com/tournaments/2078/chennai/2022,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2022-09-12,2022-09-18,2022,9,Chennai,IND,,IN,IND,356,142,[],Asia,South Asia,IND,359.0,W,60.0,6200.0,32M/24Q/16D,Karman Thandi,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ind.svg,Round of 16,W,"6-2, 7-6 (2)",https://www.wtatennis.com/players/323593/karman-thandi,False,False,False,False,True,False,True,2,True,21,13,8,IN,IND,356,142,Asia,South Asia,IND,"6,2,None|7,6,2"
