id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,entry_type,points_gain,prize_money,draw,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score
5,Abierto Mexicano TELCEL presentador por HSBC,,https://www.wtatennis.com/tournaments/1002/acapulco/2013,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2013-02-25,2013-03-02,2013,2,Acapulco,MEX,,MX,MEX,484,019,"['United States of Mexico', 'United Mexican States']",America,Central America,MEX,463.0,Q,46.0,3100.0,32M/32Q/16D,Ana Sofia Sánchez,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/mex.svg,Qualifying R1 Qual. R1,W,"6-2, 6-7 (4), 7-5",https://www.wtatennis.com/players/316694/ana-sofia-s-nchez,False,False,False,False,True,False,True,3,True,33,19,14,MX,MEX,484,019,America,Central America,MEX,"6,2,None|6,7,4|7,5,None"
1,Copa Claro Colsanitas,,https://www.wtatennis.com/tournaments/894/bogota/2013,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2013-02-18,2013-02-24,2013,2,Bogota,ESP,,CO,COL,170,019,['Kingdom of Spain'],America,Northern South America,COL,232.0,,6.0,700.0,32M/32Q/16D,Arantxa  Parra Santonja,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Qualifying R2 Qual. R2,L,"4-6, 5-7",https://www.wtatennis.com/players/160451/arantxa-parra-santonja,False,False,False,False,False,False,False,2,False,22,9,13,ES,ESP,724,150,Europe,Southern Europe,ESP,"4,6,None|5,7,None"
2,Copa Claro Colsanitas,,https://www.wtatennis.com/tournaments/894/bogota/2013,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2013-02-18,2013-02-24,2013,2,Bogota,NED,,CO,COL,170,019,[],America,Northern South America,COL,208.0,,6.0,700.0,32M/32Q/16D,Richel Hogenkamp,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ned.svg,Qualifying R1 Qual. R1,W,"6-4, 6-0",https://www.wtatennis.com/players/317263/richel-hogenkamp,False,False,False,False,False,False,False,2,True,16,12,4,NL,NLD,528,150,Europe,Western Europe,NED,"6,4,None|6,0,None"
1,VII Bionaire Tennis Cup,,https://www.wtatennis.com/tournaments/1065/cali-125/2013,125K,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2013-02-11,2013-02-17,2013,2,Cali,RUS,,CO,COL,170,019,[],America,Northern South America,COL,106.0,,22.0,2000.0,32M/16Q/16D,Alexandra Panova,4.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 16,L,"6-3, 5-7, 6-7 (4)",https://www.wtatennis.com/players/311956/alexandra-panova,False,False,False,False,False,True,True,3,True,34,17,17,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,3,None|5,7,None|6,7,4"
2,VII Bionaire Tennis Cup,,https://www.wtatennis.com/tournaments/1065/cali-125/2013,125K,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2013-02-11,2013-02-17,2013,2,Cali,FRA,,CO,COL,170,019,[],America,Northern South America,COL,327.0,,22.0,2000.0,32M/16Q/16D,Laura Thorpe,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/fra.svg,Round of 32,W,"7-5, 6-2",https://www.wtatennis.com/players/311629/laura-thorpe,False,False,False,False,False,False,False,2,True,20,13,7,FR,FRA,250,150,Europe,Western Europe,FRA,"7,5,None|6,2,None"
1,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2013,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2013-01-14,2013-01-27,2013,1,Melbourne,AUS,,AU,AUS,036,009,[],Oceania,Australasia,AUS,223.0,,40.0,6592.0,128M/128Q/64D,Daria Saville,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Qualifying R2 Qual. R2,L,"6-7 (7), 6-7 (6)",https://www.wtatennis.com/players/315997/daria-saville,False,False,False,True,True,False,True,2,False,26,12,14,AU,AUS,036,009,Oceania,Australasia,AUS,"6,7,7|6,7,6"
2,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2013,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2013-01-14,2013-01-27,2013,1,Melbourne,BRA,,AU,AUS,036,009,[],Oceania,Australasia,AUS,162.0,,40.0,6592.0,128M/128Q/64D,Teliana Pereira,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/bra.svg,Qualifying R1 Qual. R1,W,"4-6, 6-3, 6-2",https://www.wtatennis.com/players/311647/teliana-pereira,False,False,False,False,False,False,False,3,False,27,16,11,BR,BRA,076,019,America,Eastern South America,BRA,"4,6,None|6,3,None|6,2,None"
1,Apia International Sydney,,https://www.wtatennis.com/tournaments/702/sydney/2013,Premier,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2013-01-06,2013-01-11,2013,1,Sydney,AUS,,AU,AUS,036,009,[],Oceania,Australasia,AUS,674.0,,1.0,610.0,32M/64Q/16D,Storm Hunter,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Qualifying R1 Qual. R1,L,"6-7 (6), 6-7 (6)",https://www.wtatennis.com/players/317810/storm-hunter,False,False,False,True,True,False,True,2,False,26,12,14,AU,AUS,036,009,Oceania,Australasia,AUS,"6,7,6|6,7,6"
1,ASB Classic,,https://www.wtatennis.com/tournaments/1049/auckland/2013,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2013-12-31,2013-01-05,2013,12,Auckland,RUS,,NZ,NZL,554,009,[],Oceania,Australasia,NZL,68.0,W,1.0,1800.0,32M/32Q/16D,Elena Vesnina,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 32,L,"5-7, 3-6",https://www.wtatennis.com/players/311220/elena-vesnina,False,False,False,False,False,False,False,2,False,21,8,13,RU,RUS,643,150,Europe,Eastern Europe,RUS,"5,7,None|3,6,None"
1,"ITF/USTA $75,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-11-05,2012-11-11,2012,11,Phoenix,USA,,AZ,AZE,031,142,"['America', 'USA', 'US']",Asia,Western Asia,AZE,139.0,,,665.0,32M/32Q/16D,Maria Sanchez,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,L,"5-7, 3-6",https://www.wtatennis.com/players/313958/maria-sanchez,False,False,False,False,False,False,False,2,False,21,8,13,US,USA,840,019,America,Northern America,USA,"5,7,None|3,6,None"
1,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-29,2012-11-04,2012,10,Toronto,CAN,,CA,CAN,124,019,[],America,Northern America,CAN,179.0,,,7315.0,32M/32Q/16D,Sharon Fichman,5.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/can.svg,Finals,W,"6-1, 6-2",https://www.wtatennis.com/players/313283/sharon-fichman,False,False,False,False,False,False,False,2,True,15,12,3,CA,CAN,124,019,America,Northern America,CAN,"6,1,None|6,2,None"
2,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-29,2012-11-04,2012,10,Toronto,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,149.0,,,7315.0,32M/32Q/16D,Maria Sanchez,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Semifinals,W,"7-5, 6-2",https://www.wtatennis.com/players/313958/maria-sanchez,False,False,False,False,False,False,False,2,True,20,13,7,US,USA,840,019,America,Northern America,USA,"7,5,None|6,2,None"
3,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-29,2012-11-04,2012,10,Toronto,SVK,,CA,CAN,124,019,[],America,Northern America,CAN,284.0,,,7315.0,32M/32Q/16D,Michaela Honcova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/svk.svg,Quarterfinals,W,"6-1, 6-0",https://www.wtatennis.com/players/315597/michaela-honcova,False,False,False,False,False,False,False,2,True,13,12,1,SK,SVK,703,150,Europe,Central Europe,SVK,"6,1,None|6,0,None"
4,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-29,2012-11-04,2012,10,Toronto,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,450.0,,,7315.0,32M/32Q/16D,Alexandra Mueller,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 16,W,"6-1, 6-0",https://www.wtatennis.com/players/310808/alexandra-mueller,False,False,False,False,False,False,False,2,True,13,12,1,US,USA,840,019,America,Northern America,USA,"6,1,None|6,0,None"
5,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-29,2012-11-04,2012,10,Toronto,AUT,,CA,CAN,124,019,[],America,Northern America,CAN,336.0,,,7315.0,32M/32Q/16D,Nicole Rottmann,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aut.svg,Round of 32,W,"6-0, 6-3",https://www.wtatennis.com/players/313545/nicole-rottmann,False,False,False,False,False,False,False,2,True,15,12,3,AT,AUT,040,150,Europe,Central Europe,AUT,"6,0,None|6,3,None"
1,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-22,2012-10-28,2012,10,Saguenay,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,173.0,,,3990.0,32M/32Q/16D,Madison Keys,7.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Finals,L,"4-6, 2-6",https://www.wtatennis.com/players/316959/madison-keys,False,False,False,False,False,False,False,2,False,18,6,12,US,USA,840,019,America,Northern America,USA,"4,6,None|2,6,None"
2,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-22,2012-10-28,2012,10,Saguenay,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,98.0,,,3990.0,32M/32Q/16D,Melanie Oudin,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Semifinals,W,"6-2, 6-2",https://www.wtatennis.com/players/313963/melanie-oudin,False,False,False,False,False,False,False,2,True,16,12,4,US,USA,840,019,America,Northern America,USA,"6,2,None|6,2,None"
3,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-22,2012-10-28,2012,10,Saguenay,CAN,,CA,CAN,124,019,[],America,Northern America,CAN,193.0,,,3990.0,32M/32Q/16D,Sharon Fichman,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/can.svg,Quarterfinals,W,"6-3, 6-3",https://www.wtatennis.com/players/313283/sharon-fichman,False,False,False,False,False,False,False,2,True,18,12,6,CA,CAN,124,019,America,Northern America,CAN,"6,3,None|6,3,None"
4,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-22,2012-10-28,2012,10,Saguenay,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,302.0,,,3990.0,32M/32Q/16D,Samantha Crawford,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 16,W,"6-2, 6-2",https://www.wtatennis.com/players/319220/samantha-crawford,False,False,False,False,False,False,False,2,True,16,12,4,US,USA,840,019,America,Northern America,USA,"6,2,None|6,2,None"
5,"ITF $50,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-10-22,2012-10-28,2012,10,Saguenay,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,255.0,,,3990.0,32M/32Q/16D,Julia Boserup,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,W,"6-4, 6-4",https://www.wtatennis.com/players/313832/julia-boserup,False,False,False,False,False,False,False,2,True,20,12,8,US,USA,840,019,America,Northern America,USA,"6,4,None|6,4,None"
1,HP JAPAN WOMEN'S OPEN TENNIS 2012,,https://www.wtatennis.com/tournaments/405/osaka/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-10-08,2012-10-14,2012,10,Osaka,THA,,JP,JPN,392,142,[],Asia,East Asia,JPN,212.0,,10.0,860.0,32M/32Q/16D,Luksika Kumkhum,7.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/tha.svg,Qualifying R3 Qual. R3,L,"1-6, 2-6",https://www.wtatennis.com/players/317033/luksika-kumkhum,False,False,False,False,False,False,False,2,False,15,3,12,TH,THA,764,142,Asia,Southeast Asia,THA,"1,6,None|2,6,None"
2,HP JAPAN WOMEN'S OPEN TENNIS 2012,,https://www.wtatennis.com/tournaments/405/osaka/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-10-08,2012-10-14,2012,10,Osaka,AUS,,JP,JPN,392,142,[],Asia,East Asia,JPN,232.0,,10.0,860.0,32M/32Q/16D,Daria Saville,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Qualifying R2 Qual. R2,W,"4-6, 6-1, 6-4",https://www.wtatennis.com/players/315997/daria-saville,False,False,False,False,False,False,False,3,False,27,16,11,AU,AUS,036,009,Oceania,Australasia,AUS,"4,6,None|6,1,None|6,4,None"
3,HP JAPAN WOMEN'S OPEN TENNIS 2012,,https://www.wtatennis.com/tournaments/405/osaka/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-10-08,2012-10-14,2012,10,Osaka,JPN,,JP,JPN,392,142,[],Asia,East Asia,JPN,486.0,,10.0,860.0,32M/32Q/16D,Eri Hozumi,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/jpn.svg,Qualifying R1 Qual. R1,W,"2-6, 6-4, 6-4",https://www.wtatennis.com/players/317138/eri-hozumi,False,False,False,False,False,False,False,3,False,28,14,14,JP,JPN,392,142,Asia,East Asia,JPN,"2,6,None|6,4,None|6,4,None"
1,CHINA OPEN,,https://www.wtatennis.com/tournaments/1020/beijing/2012,Premier Mandatory,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2012-09-29,2012-10-07,2012,9,Beijing,RUS,,CN,CHN,156,142,[],Asia,East Asia,CHN,78.0,W,1.0,1475.0,64M/32Q/32D,Elena Vesnina,9.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Qualifying R1 Qual. R1,L,"3-6, 6-2, 1-6",https://www.wtatennis.com/players/311220/elena-vesnina,False,False,False,False,False,False,False,3,False,24,10,14,RU,RUS,643,150,Europe,Eastern Europe,RUS,"3,6,None|6,2,None|1,6,None"
1,BELL CHALLENGE,,https://www.wtatennis.com/tournaments/656/quebec-city/2012,International,Carpet,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-09-10,2012-09-16,2012,9,Quebec City,CZE,,CA,CAN,124,019,[],America,Northern America,CAN,60.0,W,30.0,2950.0,32M/32Q/16D,Lucie Hradecka,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/cze.svg,Round of 16,L,"6-7 (2), 6-2, 6-7 (4)",https://www.wtatennis.com/players/310849/lucie-hradecka,False,False,False,True,False,True,True,3,False,34,18,16,CZ,CZE,203,150,Europe,Central Europe,CZE,"6,7,2|6,2,None|6,7,4"
2,BELL CHALLENGE,,https://www.wtatennis.com/tournaments/656/quebec-city/2012,International,Carpet,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-09-10,2012-09-16,2012,9,Quebec City,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,180.0,W,30.0,2950.0,32M/32Q/16D,Grace Min,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,W,"6-4, 6-3",https://www.wtatennis.com/players/316157/grace-min,False,False,False,False,False,False,False,2,True,19,12,7,US,USA,840,019,America,Northern America,USA,"6,4,None|6,3,None"
1,TEXAS TENNIS OPEN,,https://www.wtatennis.com/tournaments/1047/dallas/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-08-19,2012-08-24,2012,8,Dallas,CAN,TX,,,,,[],,,United States of America,50.0,Q,40.0,3100.0,32M/16Q/16D,Aleksandra Wozniak,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/can.svg,Round of 16,L,"2-6, 2-6",https://www.wtatennis.com/players/310494/aleksandra-wozniak,False,False,False,False,False,False,False,2,False,16,4,12,CA,CAN,124,019,America,Northern America,CAN,"2,6,None|2,6,None"
2,TEXAS TENNIS OPEN,,https://www.wtatennis.com/tournaments/1047/dallas/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-08-19,2012-08-24,2012,8,Dallas,KAZ,TX,,,,,[],,,United States of America,79.0,Q,40.0,3100.0,32M/16Q/16D,Galina Voskoboeva,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/kaz.svg,Round of 32,W,"6-4, 6-3",https://www.wtatennis.com/players/310419/galina-voskoboeva,False,False,False,False,False,False,False,2,True,19,12,7,KZ,KAZ,398,142,Asia,Central Asia,KAZ,"6,4,None|6,3,None"
3,TEXAS TENNIS OPEN,,https://www.wtatennis.com/tournaments/1047/dallas/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-08-19,2012-08-24,2012,8,Dallas,HUN,TX,,,,,[],,,United States of America,90.0,Q,40.0,3100.0,32M/16Q/16D,Melinda Czink,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/hun.svg,Qualifying R2 Qual. R2,W,"6-4, 6-2",https://www.wtatennis.com/players/30557/melinda-czink,False,False,False,False,False,False,False,2,True,18,12,6,HU,HUN,348,150,Europe,Central Europe,HUN,"6,4,None|6,2,None"
4,TEXAS TENNIS OPEN,,https://www.wtatennis.com/tournaments/1047/dallas/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-08-19,2012-08-24,2012,8,Dallas,USA,TX,,,,,"['America', 'USA', 'US']",,,United States of America,409.0,Q,40.0,3100.0,32M/16Q/16D,Nicole Melichar-Martinez,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,W,"6-1, 6-2",https://www.wtatennis.com/players/316713/nicole-melichar-martinez,False,False,False,False,False,False,False,2,True,15,12,3,US,USA,840,019,America,Northern America,USA,"6,1,None|6,2,None"
1,ROGERS CUP presented by NATIONAL BANK,,https://www.wtatennis.com/tournaments/806/montreal/2012,Premier 5,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2012-08-07,2012-08-13,2012,8,Montreal,CHN,,CA,CAN,124,019,[],America,Northern America,CAN,11.0,W,70.0,11500.0,64M/64Q/28D,Na Li,10.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Round of 32,L,"4-6, 4-6",https://www.wtatennis.com/players/120330/na-li,False,False,False,False,False,False,False,2,False,20,8,12,CN,CHN,156,142,Asia,East Asia,CHN,"4,6,None|4,6,None"
2,ROGERS CUP presented by NATIONAL BANK,,https://www.wtatennis.com/tournaments/806/montreal/2012,Premier 5,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2012-08-07,2012-08-13,2012,8,Montreal,ISR,,CA,CAN,124,019,[],America,Northern America,CAN,56.0,W,70.0,11500.0,64M/64Q/28D,Shahar Peer,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/isr.svg,Round of 64,W,"3-6, 6-2, 7-5",https://www.wtatennis.com/players/311168/shahar-peer,False,False,False,False,False,False,False,3,False,29,16,13,IL,ISR,376,142,Asia,Western Asia,ISR,"3,6,None|6,2,None|7,5,None"
1,CITI OPEN,,https://www.wtatennis.com/tournaments/1045/washington-dc/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-07-29,2012-08-04,2012,7,Washington Dc,USA,MD,,,,,"['America', 'USA', 'US']",,,United States of America,50.0,W,70.0,5625.0,32M/16Q/16D,Sloane Stephens,3.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Quarterfinals,L,"4-6, 4-6",https://www.wtatennis.com/players/315683/sloane-stephens,False,False,False,False,False,False,False,2,False,20,8,12,US,USA,840,019,America,Northern America,USA,"4,6,None|4,6,None"
2,CITI OPEN,,https://www.wtatennis.com/tournaments/1045/washington-dc/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-07-29,2012-08-04,2012,7,Washington Dc,BLR,MD,,,,,[],,,United States of America,82.0,W,70.0,5625.0,32M/16Q/16D,Olga Govortsova,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/blr.svg,Round of 16,W,"1-6, 6-0, 6-3",https://www.wtatennis.com/players/311243/olga-govortsova,False,False,False,False,False,False,False,3,False,22,13,9,BY,BLR,112,150,Europe,Eastern Europe,BLR,"1,6,None|6,0,None|6,3,None"
3,CITI OPEN,,https://www.wtatennis.com/tournaments/1045/washington-dc/2012,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-07-29,2012-08-04,2012,7,Washington Dc,ITA,MD,,,,,[],,,United States of America,121.0,W,70.0,5625.0,32M/16Q/16D,Karin Knapp,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Round of 32,W,"6-2, 7-6 (4)",https://www.wtatennis.com/players/311299/karin-knapp,False,False,False,False,True,False,True,2,True,21,13,8,IT,ITA,380,150,Europe,Southern Europe,ITA,"6,2,None|7,6,4"
1,"ITF $25,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-07-16,2012-07-22,2012,7,Granby,CAN,,CA,CAN,124,019,[],America,Northern America,CAN,126.0,,,2940.0,32M/32Q/16D,Stéphanie Dubois,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/can.svg,Finals,W,"6-2, 5-2",https://www.wtatennis.com/players/310290/st-phanie-dubois,True,False,False,False,False,False,False,2,True,15,11,4,CA,CAN,124,019,America,Northern America,CAN,"6,2,None|5,2,None|Ret"
2,"ITF $25,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-07-16,2012-07-22,2012,7,Granby,FRA,,CA,CAN,124,019,[],America,Northern America,CAN,214.0,,,2940.0,32M/32Q/16D,Julie Coin,4.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/fra.svg,Semifinals,W,"6-4, 6-2",https://www.wtatennis.com/players/30548/julie-coin,False,False,False,False,False,False,False,2,True,18,12,6,FR,FRA,250,150,Europe,Western Europe,FRA,"6,4,None|6,2,None"
3,"ITF $25,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-07-16,2012-07-22,2012,7,Granby,USA,,CA,CAN,124,019,"['America', 'USA', 'US']",America,Northern America,CAN,157.0,,,2940.0,32M/32Q/16D,Alison Riske-Amritraj,2.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Quarterfinals,W,"6-3, 5-7, 6-2",https://www.wtatennis.com/players/312850/alison-riske-amritraj,False,False,False,False,False,False,False,3,True,29,17,12,US,USA,840,019,America,Northern America,USA,"6,3,None|5,7,None|6,2,None"
4,"ITF $25,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-07-16,2012-07-22,2012,7,Granby,CAN,,CA,CAN,124,019,[],America,Northern America,CAN,,,,2940.0,32M/32Q/16D,Francoise Abanda,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/can.svg,Round of 16,W,"6-2, 7-5",https://www.wtatennis.com/players/320421/francoise-abanda,False,False,False,False,False,False,False,2,True,20,13,7,CA,CAN,124,019,America,Northern America,CAN,"6,2,None|7,5,None"
5,"ITF $25,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-07-16,2012-07-22,2012,7,Granby,CAN,,CA,CAN,124,019,[],America,Northern America,CAN,195.0,,,2940.0,32M/32Q/16D,Sharon Fichman,6.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/can.svg,Round of 32,W,"6-3, 6-2",https://www.wtatennis.com/players/313283/sharon-fichman,False,False,False,False,False,False,False,2,True,17,12,5,CA,CAN,124,019,America,Northern America,CAN,"6,3,None|6,2,None"
1,Unicef Open,,https://www.wtatennis.com/tournaments/822/s-hertogenbosch/2012,International,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2012-06-17,2012-06-23,2012,6,'S-Hertogenbosch,ESP,,NL,NLD,528,150,['Kingdom of Spain'],Europe,Western Europe,NED,220.0,,1.0,440.0,32M/16Q/16D,Arantxa  Parra Santonja,6.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Qualifying R1 Qual. R1,L,"3-6, 4-6",https://www.wtatennis.com/players/160451/arantxa-parra-santonja,False,False,False,False,False,False,False,2,False,19,7,12,ES,ESP,724,150,Europe,Southern Europe,ESP,"3,6,None|4,6,None"
1,"ITF/TENNIS EUROPE $25,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2012-05-28,2012-06-03,2012,5,Maribor,GER,,SI,SVN,705,150,[],Europe,Southern Europe,SVN,455.0,Q,,686.0,32M/32Q/16D,Anna-Lena Friedsam,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ger.svg,Quarterfinals,L,"6-3, 4-6, 3-6",https://www.wtatennis.com/players/319091/anna-lena-friedsam,False,False,False,False,False,False,False,3,True,28,13,15,DE,DEU,276,150,Europe,Central Europe,GER,"6,3,None|4,6,None|3,6,None"
